year,player,team,affiliation,round,round_pick,overall_pick,position,lane_agility,shuttle_run,sprint,standing_leap,max_leap,bench_press,body_fat,hand_length,hand_width,height_no_shoes,height_shoes,reach,weight,wingspan,player_id
2003,Luke Walton,Los Angeles Lakers,Arizona,2,3,32,F,11.46,3.1,3.3,28.0,34.23,12,9.30,8.95,9.59,79.75,80.81,104.0,235.0,80.5,waltolu01
2004,Luol Deng,Phoenix Suns,Duke,1,7,7,F,11.46,3.1,3.34,27.5,31.5,5,6.70,8.95,9.59,79.0,80.0,108.5,220.0,84.5,denglu01
2005,Luther Head,Houston Rockets,Illinois,1,24,24,G,11.12,3.04,3.21,31.5,38.5,14,6.39,8.46,9.1,74.0,75.0,98.5,178.8,77.25,headlu01
2011,MIlan Macvan,Cleveland Cavaliers,Maccabi Tel Aviv B.C. (Israel),2,24,54,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2008,Maarty Leunen,Houston Rockets,Oregon,2,24,54,F,11.57,3.1,3.36,29.5,34.5,14,8.90,8.95,9.59,79.25,80.5,102.5,222.0,80.0,
2003,Maciej Lampe,New York Knicks,Madrid (ESP),2,1,30,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,lampema01
2010,Magnum Rolle,Oklahoma City Thunder,Louisiana Tech,2,21,51,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2016,Malachi Richardson,Charlotte Hornets,Syracuse,1,22,22,G,10.56,3.25,3.33,33.0,38.0,8.78,7.00,8.75,10.00,76.75,78.25,101.5,199.6,84.0,richama01
2016,Malcolm Brogdon,Milwaukee Bucks,Virginia,2,6,36,G,10.77,2.64,3.31,30.5,35.5,8.78,5.40,9.00,10.25,75.75,77.5,98.0,223.0,82.5,brogdma01
2011,Malcolm Lee,Chicago Bulls,California-Los Angeles,2,13,43,G,11.20,3.04,3.09,30.0,35.5,17,5.90,8.50,9.50,76.0,77.5,101.5,198.2,81.75,leema01
2003,Malick Badiane,Houston Rockets,TV Langen (Germany),2,15,44,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2016,Malik Beasley,Denver Nuggets,Florida State,1,19,19,G,11.11,0.00,3.22,30.1,36.1,8.78,6.90,8.50,9.00,75.5,76.5,100.5,189.8,79.0,beaslma01
2008,Malik Hairston,Phoenix Suns,Oregon,2,18,48,G,11.33,3.04,3.08,30.5,38.0,13,6.90,8.46,9.1,76.25,77.25,103.5,204.0,81.0,hairsma01
2017,Malik Monk,Charlotte Hornets,Kentucky,1,11,11,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,monkma01
2000,Mamadou N'diaye,Denver Nuggets,Auburn,1,26,26,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2011,MarShon Brooks,Boston Celtics,Providence,1,25,25,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,brookma01
2007,Marc Gasol,Los Angeles Lakers,CB Sant Josep (Spain),2,18,48,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,gasolma01
2005,Marcin Gortat,Phoenix Suns,Koln 99ers (Germany),2,27,57,F,11.48,3.1,3.33,29.5,36.0,18,7.79,8.95,9.59,83.0,84.0,110.0,225.2,87.5,gortama01
2007,Marco Belinelli,Golden State Warriors,Fortitudo Pallacanestro Bologna (Italy),1,18,18,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,belinma01
2019,Marcos Louzada Silva,Atlanta Hawks,Sesi Franca (Brazil),2,5,35,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2003,Marcus Banks,Memphis Grizzlies,Nevada-Las Vegas,1,13,13,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,banksma01
2012,Marcus Denmon,San Antonio Spurs,Missouri,2,29,59,G,10.82,3.04,3.19,33.5,40.0,8,6.60,8.25,9.75,74.25,75.25,94.5,188.2,77.0,
2004,Marcus Douthit,Los Angeles Lakers,Providence,2,27,56,C,11.64,3.1,3.34,25.5,31.5,1,13.70,9.12,9.86,81.5,83.0,111.5,223.0,88.0,
2015,Marcus Eriksson,Atlanta Hawks,FC Barcelona Basquet (Spain),2,20,50,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2000,Marcus Fizer,Chicago Bulls,Iowa State,1,4,4,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,fizerma01
2002,Marcus Haislip,Milwaukee Bucks,Tennessee,1,13,13,F,11.35,3.1,3.21,33.5,36.5,8,7.79,8.95,9.59,80.5,80.81,107.0,221.0,84.0,haislma01
2011,Marcus Morris Sr.,Houston Rockets,Kansas,1,14,14,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2016,Marcus Paige,Utah Jazz,North Carolina,2,25,55,G,10.82,2.69,3.15,33.5,39.5,8.78,4.30,7.75,8.75,72.5,73.75,97.0,163.8,78.25,paigema01
2014,Marcus Smart,Boston Celtics,Oklahoma State,1,6,6,G,10.82,2.96,3.26,33.0,36.0,8.78,10.55,9.00,8.75,74.0,75.25,99.0,227.2,81.25,smartma01
2002,Marcus Taylor,Minnesota Timberwolves,Michigan State,2,23,51,G,11.25,3.04,3.31,27.5,33.5,4,6.39,8.46,9.1,73.0,76.12,98.5,181.0,76.5,
2015,Marcus Thornton,Boston Celtics,William & Mary,2,15,45,G,10.78,2.88,3.02,34.5,43.0,3,5.30,8.25,8.50,73.75,74.75,97.5,177.4,79.75,thornma01
2009,Marcus Thornton,Miami Heat,Louisiana State,2,13,43,G,10.78,2.88,3.02,34.5,43.0,3,5.30,8.25,8.50,73.75,74.75,97.5,177.4,79.75,thornma01
2006,Marcus Vinicius,New Orleans/Oklahoma City Hornets,Objetivo Sao Carlos (Brazil),2,13,43,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,vincima01
2006,Marcus Williams,New Jersey Nets,Connecticut,1,22,22,G,11.30,3.04,3.40,24.5,28.0,4,12.40,8.46,9.1,74.0,75.25,97.5,215.0,79.0,willima03
2007,Marcus Williams,San Antonio Spurs,Arizona,2,3,33,G,11.30,3.04,3.40,24.5,28.0,4,12.40,8.46,9.1,74.0,75.25,97.5,215.0,79.0,willima03
2006,Mardy Collins,New York Knicks,Temple,1,29,29,G,12.00,3.04,3.27,31.5,37.5,9,10.00,8.46,9.1,76.25,77.5,103.0,224.0,82.0,collima01
2019,Marial Shayok,Philadelphia 76ers,Virginia,2,24,54,F,11.16,3.04,3.37,29.5,36.5,9,4.70,8.75,9.25,76.5,77.5,103.5,196.8,84.25,
2003,Mario Austin,Chicago Bulls,Mississippi State,2,7,36,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2008,Mario Chalmers,Minnesota Timberwolves,Kansas,2,4,34,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,chalmma01
2015,Mario Hezonja,Orlando Magic,FC Barcelona Basquet (Spain),1,5,5,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,hezonma01
2002,Mario Kasun,Los Angeles Clippers,Skyliners Frankfurt (Germany),2,12,40,C,11.96,3.1,3.42,27.58,31.48,12,8.73,9.12,9.86,83.75,83.73,109.0,260.0,83.5,kasunma01
2000,Mark Karcher,Philadelphia 76ers,Temple,2,19,48,G,11.51,3.04,3.40,27.5,30.5,12,6.39,8.46,9.1,76.0,76.12,102.5,218.0,80.0,
2000,Mark Madsen,Los Angeles Lakers,Stanford,1,29,29,F,12.12,3.1,3.46,30.5,33.5,13,7.79,8.95,9.59,80.0,80.81,104.5,236.5,84.5,madsema01
2014,Markel Brown,Minnesota Timberwolves,Oklahoma State,2,14,44,G,12.62,2.90,3.18,36.5,43.5,8.78,4.20,8.25,9.75,74.5,75.5,100.0,184.4,80.75,brownma02
2017,Markelle Fultz,Philadelphia 76ers,Washington,1,1,1,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,fultzma01
2011,Markieff Morris,Phoenix Suns,Kansas,1,13,13,F,11.46,3.1,3.40,27.0,31.5,11,10.20,8.50,8.25,79.75,81.25,106.5,240.8,82.75,morrima02
2000,Marko Jaric,Los Angeles Clippers,Fortitudo Pallacanestro Bologna (Italy),2,1,30,G,11.32,3.04,3.28,27.5,33.0,8.78,6.39,8.46,9.1,78.5,76.12,104.0,210.0,81.0,
2013,Marko Todorovic,Portland Trail Blazers,FC Barcelona Basquet (Spain),2,15,45,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2016,Marquese Chriss,Phoenix Suns,Washington,1,8,8,F,11.93,3.05,3.26,32.5,38.5,11.36,8.50,9.00,9.00,80.75,82.0,105.0,233.0,84.25,chrisma01
2012,Marquis Teague,Chicago Bulls,Kentucky,1,29,29,G,10.65,3.04,3.19,32.5,40.5,8,6.30,8.25,7.75,73.0,74.0,96.5,179.8,79.25,teaguma01
2008,Marreese Speights,Philadelphia 76ers,Florida,1,16,16,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,speigma01
2005,Martell Webster,Portland Trail Blazers,Seattle Preparatory School,1,6,6,F,11.39,3.1,3.39,28.0,30.5,7,7.79,8.95,9.59,78.0,79.5,106.0,229.6,83.0,webstma02
2005,Martynas Andriuskevicius,Orlando Magic,BC Zalgiris (Lithuania),2,14,44,C,11.94,3.1,3.42,24.0,27.5,0,8.73,9.12,9.86,85.25,87.0,112.5,227.8,83.25,
2018,Marvin Bagley III,Sacramento Kings,Duke,1,2,2,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,baglema01
2005,Marvin Williams,Atlanta Hawks,North Carolina,1,2,2,F,11.11,3.1,3.17,29.5,35.0,12,7.79,8.95,9.59,79.0,80.25,108.0,228.2,87.5,willima02
2013,Mason Plumlee,Brooklyn Nets,Duke,1,22,22,C,10.89,2.76,3.29,30.5,36.0,14,6.15,9.75,9.50,83.25,84.5,108.0,238.2,83.0,plumlma01
2000,Mateen Cleaves,Detroit Pistons,Michigan State,1,14,14,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,cleavma01
2017,Mathias Lessort,Philadelphia 76ers,Nanterre 92 (France),2,20,50,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2019,Matisse Thybulle,Boston Celtics,Washington,1,20,20,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2002,Matt Barnes,Memphis Grizzlies,California-Los Angeles,2,17,45,F,10.68,3.1,3.28,35.5,40.5,11,7.79,8.95,9.59,78.75,80.81,96.5,226.0,81.0,barnema02
2003,Matt Bonner,Chicago Bulls,Florida,2,16,45,F,11.52,3.1,3.32,27.0,32.0,20,13.60,8.95,9.59,80.5,80.81,105.5,242.0,80.75,bonnema01
2004,Matt Freije,Miami Heat,Vanderbilt,2,24,53,F,11.15,3.1,3.25,29.5,31.0,13,10.80,8.95,9.59,80.25,81.5,108.5,234.0,85.0,freijma01
2006,Maurice Ager,Dallas Mavericks,Michigan State,1,28,28,G,11.73,3.04,3.22,29.5,35.0,11,8.00,8.46,9.1,75.25,76.5,101.5,203.0,79.75,agerma01
2012,Maurice Harkless,Philadelphia 76ers,St. John's (NY),1,15,15,F,10.87,3.1,3.25,32.5,37.0,5,5.30,9.25,10.25,79.25,80.75,102.5,206.6,84.0,harklma01
2001,Maurice Jeffers,Sacramento Kings,Saint Louis,2,26,54,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2001,Mehmet Okur,Detroit Pistons,Anadolu Efes S.K. (Turkey),2,9,37,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,okurme01
2002,Melvin Ely,Los Angeles Clippers,Fresno State,1,12,12,F,11.96,3.1,3.35,26.0,29.0,7,7.79,8.95,9.59,81.0,80.81,111.0,240.0,88.0,elyme01
2018,Melvin Frazier Jr.,Orlando Magic,Tulane,2,5,35,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2012,Meyers Leonard,Portland Trail Blazers,Illinois,1,11,11,C,11.34,3.1,3.41,30.0,32.5,19,5.70,9.25,11.00,83.75,85.25,108.0,249.8,87.0,leoname01
2019,Mfiondu Kabengele,Brooklyn Nets,Florida State,1,27,27,F,11.21,3.30,3.25,28.0,35.5,6,5.10,9.25,10.75,80.75,82.25,109.5,256.2,87.0,
2008,Michael Beasley,Miami Heat,Kansas State,1,2,2,F,11.06,3.1,3.24,30.0,35.0,19,7.70,8.95,9.59,79.0,80.25,107.0,239.0,84.25,beaslmi01
2001,Michael Bradley,Toronto Raptors,Villanova,1,17,17,F,11.11,3.1,3.35,27.0,30.0,13,9.30,8.95,9.59,81.5,80.81,107.0,227.0,85.5,bradlmi01
2013,Michael Carter-Williams,Philadelphia 76ers,Syracuse,1,11,11,G,10.68,3.70,3.22,31.5,41.0,8,4.40,7.50,8.50,76.75,77.75,101.0,184.4,79.25,cartemi01
2016,Michael Gbinije,Detroit Pistons,Syracuse,2,19,49,G,11.00,3.19,3.12,33.5,37.5,8.78,5.40,8.00,9.00,77.5,78.75,101.0,204.6,79.5,gbinimi01
2012,Michael Kidd-Gilchrist,Charlotte Bobcats,Kentucky,1,2,2,F,11.77,3.1,3.18,32.0,35.5,6,7.00,9.00,10.25,77.75,79.5,104.5,232.8,84.0,kiddgmi01
2018,Michael Porter Jr.,Denver Nuggets,Missouri,1,14,14,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2000,Michael Redd,Milwaukee Bucks,Ohio State,2,14,43,G,12.06,3.04,3.34,27.0,31.0,12,6.39,8.46,9.1,76.75,76.12,102.0,214.0,81.0,reddmi01
2003,Michael Sweetney,New York Knicks,Georgetown,1,9,9,F,12.90,3.1,3.28,26.0,31.5,3,14.10,8.95,9.59,79.25,80.81,107.5,262.0,85.0,
2001,Michael Wright,New York Knicks,Arizona,2,10,38,F,11.37,3.1,3.21,27.5,33.5,18,9.30,8.95,9.59,79.0,80.81,106.5,247.0,83.5,
2005,Mickael Gelabale,Seattle SuperSonics,Real Madrid Baloncesto (Spain),2,18,48,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2003,Mickael Pietrus,Golden State Warriors,Elan Bearnais Pau-Orthez (France),1,11,11,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2018,Mikal Bridges,Philadelphia 76ers,Villanova,1,10,10,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,bridgmi01
2007,Mike Conley,Memphis Grizzlies,Ohio State,1,4,4,G,11.63,3.04,3.09,35.5,40.5,13,4.20,8.46,9.1,71.0,72.75,94.5,175.0,77.75,conlemi01
2002,Mike Dunleavy,Golden State Warriors,Duke,1,3,3,F,11.55,3.1,3.30,24.5,29.0,11,7.79,8.95,9.59,80.0,80.81,106.0,230.0,81.0,dunlemi02
2000,Mike Miller,Orlando Magic,Florida,1,5,5,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,millemi01
2013,Mike Muscala,Dallas Mavericks,Bucknell,2,14,44,C,11.76,2.99,3.44,28.0,33.5,5,6.80,8.50,9.00,82.25,83.5,108.0,230.2,85.0,muscami01
2012,Mike Scott,Atlanta Hawks,Virginia,2,13,43,F,11.59,3.1,3.44,27.0,32.5,14,10.60,8.50,9.00,79.25,80.75,104.0,240.8,82.75,scottmi01
2000,Mike Smith,Washington Wizards,Louisiana-Monroe,2,6,35,F,11.32,3.1,3.22,33.0,21.0,12,7.79,8.95,9.59,78.5,80.81,103.0,198.0,80.5,smithmi03
2008,Mike Taylor,Portland Trail Blazers,Idaho Stampede (D-League),2,25,55,G,10.98,3.04,3.08,31.0,39.0,2,3.80,8.46,9.1,72.75,74.0,98.0,166.2,79.25,taylomi01
2005,Mile Ilic,New Jersey Nets,KK FMP (Serbia),2,13,43,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2018,Miles Bridges,LA Clippers,Michigan State,1,12,12,F,11.46,3.1,3.3,29.41,34.23,11.36,5.90,9.00,9.75,77.25,78.75,103.5,220.4,81.5,bridgmi02
2012,Miles Plumlee,Indiana Pacers,Duke,1,26,26,F,10.64,3.1,3.36,34.0,40.5,15,11.40,9.25,9.00,82.5,83.75,105.5,252.4,84.75,plumlmi01
2002,Milos Vujanic,New York Knicks,KK Partizan (Serbia),2,7,35,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2007,Milovan Rakovic,Dallas Mavericks,KK Mega Leks (Serbia),2,30,60,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2014,Mitch McGary,Oklahoma City Thunder,Michigan,1,21,21,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,mcgarmi01
2018,Mitchell Robinson,New York Knicks,,2,6,36,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,robinmi01
2019,Miye Oni,Golden State Warriors,Yale,2,28,58,G,11.71,3.12,3.17,30.5,38.5,19,4.90,9.00,10.00,76.25,77.75,100.5,205.6,82.75,
2002,Mladen Sekularac,Dallas Mavericks,KK FMP (Serbia),2,26,54,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2018,Mo Bamba,Orlando Magic,Texas,1,6,6,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,bambamo01
2003,Mo Williams,Utah Jazz,Alabama,2,18,47,G,11.11,3.04,3.22,30.1,36.1,3,6.70,8.46,9.1,72.75,76.12,98.5,189.0,77.5,willima01
2005,Monta Ellis,Golden State Warriors,Lanier,2,10,40,G,12.13,3.04,3.31,26.5,31.5,0,6.39,8.46,9.1,74.25,75.25,98.0,176.6,74.75,ellismo01
2017,Monte Morris,Denver Nuggets,Iowa State,2,21,51,G,11.00,3.20,3.19,28.0,33.5,8,6.90,8.25,8.75,73.25,74.5,96.5,175.2,76.0,morrimo01
2015,Montrezl Harrell,Houston Rockets,Louisville,2,2,32,F,11.46,3.1,3.3,29.41,34.23,11.36,11.90,9.00,9.75,79.0,79.5,109.0,253.4,88.25,harremo01
2018,Moritz Wagner,Los Angeles Lakers,Michigan,1,25,25,C,11.48,3.07,3.18,27.0,34.0,8,6.75,9.00,10.75,82.5,83.5,108.0,241.4,84.0,wagnemo01
2007,Morris Almond,Utah Jazz,Rice,1,25,25,G,11.45,3.04,3.19,31.0,35.5,13,6.90,8.46,9.1,76.75,78.0,102.5,214.0,82.0,almonmo01
2000,Morris Peterson,Toronto Raptors,Michigan State,1,21,21,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,petermo01
2006,Mouhamed Sene,Seattle SuperSonics,VOO Wolves Verviers-Pepinster (Belgium),1,10,10,C,12.52,3.1,3.38,28.5,31.0,7,6.60,9.12,9.86,83.0,84.0,113.0,237.0,92.5,senesa01
2015,Myles Turner,Indiana Pacers,Texas,1,11,11,C,11.96,3.1,3.42,27.58,31.48,10.79,9.30,9.25,9.25,81.75,83.5,112.0,238.6,88.0,turnemy01
2009,Nando De Colo,San Antonio Spurs,Cholet Basket (France),2,23,53,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,decolna01
2019,Nassir Little,Portland Trail Blazers,North Carolina,1,25,25,F,12.15,3.10,3.24,31.0,38.5,5,5.90,8.75,10.00,76.5,78.0,104.5,224.2,85.25,
2005,Nate Robinson,Phoenix Suns,Washington,1,21,21,G,10.75,3.04,2.96,35.5,43.5,13,6.70,8.46,9.1,67.75,69.0,91.5,181.0,73.0,robinna01
2013,Nate Wolters,Washington Wizards,South Dakota State,2,8,38,G,11.11,3.04,3.22,30.1,36.1,8,5.50,8.25,8.75,75.5,76.75,98.0,196.4,75.75,woltena01
2008,Nathan Jawai,Indiana Pacers,Cairns Taipans (Australia),2,11,41,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,jawaina01
2003,Ndudi Ebi,Minnesota Timberwolves,Westbury Christian School,1,26,26,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,ebind01
2003,Nedzad Sinanovic,Portland Trail Blazers,HKK Brotnjo (Bosnia and Herzegovina),2,25,54,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2010,Nemanja Bjelica,Washington Wizards,KK Crvena zvezda (Serbia),2,5,35,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,bjeline01
2014,Nemanja Dangubic,Philadelphia 76ers,KK Mega Leks (Serbia),2,24,54,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2013,Nemanja Nedovic,Phoenix Suns,BC Lietuvos rytas (Lithuania),1,30,30,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2002,Nenad Krstic,New Jersey Nets,KK Partizan (Serbia),1,24,24,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2002,Nene,New York Knicks,CR Vasco da Gama (Brazil),1,7,7,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2013,Nerlens Noel,New Orleans Pelicans,Kentucky,1,6,6,C,11.96,3.1,3.42,27.58,31.48,10.79,4.15,9.50,10.00,82.0,83.75,110.0,206.4,87.75,noelne01
2009,Nick Calathes,Minnesota Timberwolves,Florida,2,15,45,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,calatni01
2003,Nick Collison,Seattle SuperSonics,Kansas,1,12,12,F,11.62,3.1,3.28,28.0,33.0,8,17.00,8.95,9.59,80.75,80.81,108.0,255.0,85.5,collini01
2007,Nick Fazekas,Dallas Mavericks,Nevada-Reno,2,4,34,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,fazekni01
2014,Nick Johnson,Houston Rockets,Arizona,2,12,42,G,10.80,2.95,3.27,33.5,41.5,8.78,6.05,8.75,9.75,73.5,75.0,96.5,198.0,79.25,johnsni01
2007,Nick Young,Washington Wizards,Southern California,1,16,16,G,11.00,3.04,3.25,39.5,40.5,6,6.80,8.46,9.1,77.0,78.75,100.5,206.0,84.0,youngni01
2019,Nickeil Alexander-Walker,Brooklyn Nets,Virginia Tech,1,17,17,G,11.11,3.04,3.22,30.1,36.1,8.78,5.90,8.50,8.75,76.25,77.5,102.0,203.8,81.5,
2008,Nicolas Batum,Houston Rockets,Le Mans Sarthe Basket (France),1,25,25,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,batumni01
2019,Nicolas Claxton,Brooklyn Nets,Georgia,2,1,31,C,11.26,3.47,3.36,31.5,36.5,8,4.50,9.25,9.50,82.0,83.75,110.0,216.6,86.5,
2017,Nigel Williams-Goss,Utah Jazz,Gonzaga,2,25,55,G,10.42,3.08,3.19,27.5,34.5,10,5.60,8.75,9.25,73.5,75.0,99.0,190.2,79.25,
2014,Nik Stauskas,Sacramento Kings,Michigan,1,8,8,G,10.79,2.92,3.27,29.0,35.5,8.78,12.05,8.50,8.50,77.25,78.5,102.0,206.9,79.75,stausni01
2014,Nikola Jokic,Denver Nuggets,KK Mega Leks (Serbia),2,11,41,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2015,Nikola Milutinov,San Antonio Spurs,KK Partizan (Serbia),1,26,26,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2011,Nikola Mirotic,Houston Rockets,Real Madrid Baloncesto (Spain),1,23,23,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2008,Nikola Pekovic,Minnesota Timberwolves,KK Partizan (Serbia),2,1,31,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2015,Nikola Radicevic,Denver Nuggets,CB Sevilla (Spain),2,27,57,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2011,Nikola Vucevic,Philadelphia 76ers,Southern California,1,16,16,F,12.02,3.1,3.27,23.5,25.0,8,6.10,9.25,10.25,82.25,83.75,112.5,259.8,88.5,
2002,Nikoloz Tskitishvili,Denver Nuggets,Universo Treviso Basket (Italy),1,5,5,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,tskitni01
2014,Noah Vonleh,Charlotte Hornets,Indiana,1,9,9,F,11.45,3.29,3.28,31.0,37.0,11.36,7.30,9.75,11.75,80.0,81.5,108.0,247.1,88.25,vonleno01
2011,Nolan Smith,Portland Trail Blazers,Duke,1,21,21,G,11.05,3.04,3.17,28.5,34.0,9,5.60,8.50,9.25,73.5,75.5,99.0,187.6,77.5,smithno01
2015,Norman Powell,Milwaukee Bucks,California-Los Angeles,2,16,46,G,10.69,3.20,3.20,32.5,40.5,5,6.40,9.25,9.00,75.0,76.25,102.5,215.4,82.75,powelno01
2011,Norris Cole,Chicago Bulls,Cleveland State,1,28,28,G,10.07,3.04,3.22,29.5,38.5,11,4.70,8.50,9.50,72.25,73.75,95.5,174.4,74.25,coleno01
2008,O.J. Mayo,Minnesota Timberwolves,Southern California,1,3,3,G,11.04,3.04,3.14,30.5,41.0,7,6.30,8.46,9.1,75.25,76.25,99.5,200.0,78.0,mayooj01
