year,player,team,affiliation,round,round_pick,overall_pick,position,lane_agility,shuttle_run,sprint,standing_leap,max_leap,bench_press,body_fat,hand_length,hand_width,height_no_shoes,height_shoes,reach,weight,wingspan,player_id
2000,A.J. Guyton,Chicago Bulls,Indiana,2,3,32,G,10.55,3.04,3.22,33.0,37.5,9,6.39,8.46,9.1,72.75,76.12,97.5,175.0,75.75,guytoaj01
2016,AJ Hammons,Dallas Mavericks,Purdue,2,16,46,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2009,AJ Price,Indiana Pacers,Connecticut,2,22,52,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2007,Aaron Brooks,Houston Rockets,Oregon,1,26,26,G,10.57,3.04,3.20,32.5,39.5,6,2.70,8.46,9.1,70.0,71.75,94.0,161.0,76.0,brookaa01
2014,Aaron Gordon,Orlando Magic,Arizona,1,4,4,F,10.81,2.76,3.27,32.5,39.0,11.36,5.05,8.75,10.50,79.5,80.75,105.0,220.1,83.75,gordoaa01
2007,Aaron Gray,Chicago Bulls,Pittsburgh,2,19,49,C,12.07,3.1,3.70,27.0,32.5,17,10.80,9.12,9.86,84.0,85.75,108.5,271.0,87.25,grayaa01
2018,Aaron Holiday,Indiana Pacers,California-Los Angeles,1,23,23,G,10.96,3.22,3.27,25.5,33.0,8.78,6.40,8.75,8.50,71.75,72.75,97.0,187.0,79.5,holidaa01
2015,Aaron White,Washington Wizards,Iowa,2,19,49,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2016,Abdel Nader,Boston Celtics,Iowa State,2,28,58,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,naderab01
2007,Acie Law,Atlanta Hawks,Texas A&M,1,11,11,G,11.00,3.04,3.22,29.0,34.0,8,5.60,8.46,9.1,74.0,75.5,98.0,186.0,78.5,lawac01
2007,Adam Haluska,New Orleans Hornets,Iowa,2,13,43,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2011,Adam Hanga,San Antonio Spurs,Alba Fehervar (Hungary),2,29,59,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2006,Adam Morrison,Charlotte Bobcats,Gonzaga,1,3,3,F,11.46,3.1,3.37,25.5,30.5,11,6.80,8.95,9.59,78.5,79.75,105.0,198.0,82.0,morriad01
2019,Admiral Schofield,Philadelphia 76ers,Tennessee,2,12,42,F,10.77,2.87,3.37,30.0,34.0,15,6.80,8.75,9.00,76.0,77.25,102.5,240.6,81.75,
2014,Adreian Payne,Atlanta Hawks,Michigan State,1,15,15,F,11.46,3.1,3.3,29.41,34.23,11.36,7.55,9.25,9.50,81.0,81.75,109.0,238.5,88.0,paynead01
2009,Ahmad Nivins,Dallas Mavericks,Saint Joseph's,2,26,56,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2007,Al Horford,Atlanta Hawks,Florida,1,3,3,F,12.15,3.1,3.37,31.0,35.5,20,9.10,8.95,9.59,80.0,81.75,107.0,246.0,84.75,horfoal01
2004,Al Jefferson,Boston Celtics,Prentiss,1,15,15,F,13.08,3.1,3.29,28.5,30.0,3,10.50,8.95,9.59,80.5,81.75,110.0,263.0,86.5,jeffeal01
2007,Al Thornton,Los Angeles Clippers,Florida State,1,14,14,F,11.96,3.1,3.16,35.0,41.0,9,5.80,8.95,9.59,77.75,79.0,104.0,221.0,85.0,thornal01
2010,Al-Farouq Aminu,Los Angeles Clippers,Wake Forest,1,8,8,F,11.29,3.1,3.30,27.0,33.5,13,8.20,9.50,9.50,79.25,80.5,108.5,216.0,87.25,aminual01
2007,Alando Tucker,Phoenix Suns,Wisconsin,1,29,29,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,tuckeal02
2004,Albert Miralles,Toronto Raptors,Roseto Sharks (Italy),2,10,39,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2014,Alec Brown,Phoenix Suns,Wisconsin-Green Bay,2,20,50,F,12.05,2.91,3.48,27.0,30.0,11.36,7.70,9.25,8.75,84.25,85.25,109.0,231.2,85.5,
2011,Alec Burks,Utah Jazz,Colorado,1,12,12,G,10.96,3.04,3.17,29.0,36.0,5,5.10,9.00,8.25,77.0,78.0,103.5,192.6,82.0,burksal01
2017,Alec Peters,Phoenix Suns,Valparaiso,2,24,54,F,11.46,3.1,3.3,29.41,34.23,11.36,8.80,8.75,10.00,79.25,80.75,105.0,232.0,82.75,peteral01
2017,Aleksandar Vezenkov,Brooklyn Nets,FC Barcelona Basquet (Spain),2,27,57,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2019,Alen Smailagic,New Orleans Pelicans,Santa Cruz (G League),2,9,39,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2014,Alessandro Gentile,Minnesota Timberwolves,Olimpia Milano (Italy),2,23,53,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2013,Alex Abrines,Oklahoma City Thunder,FC Barcelona Basquet (Spain),2,2,32,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2005,Alex Acker,Detroit Pistons,Pepperdine,2,30,60,G,11.67,3.04,3.35,28.0,32.0,11,6.39,8.46,9.1,75.75,76.75,102.5,183.0,84.0,ackeral01
2013,Alex Len,Phoenix Suns,Maryland,1,5,5,C,11.96,3.1,3.42,27.58,31.48,10.79,6.40,9.00,10.75,82.59,83.73,110.57,247.02,87.5,lenal01
2013,Alex Oriakhi,Phoenix Suns,Missouri,2,27,57,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2006,Alexander Johnson,Indiana Pacers,Florida State,2,15,45,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,johnsal01
2008,Alexis Ajinca,Charlotte Bobcats,Hyeres-Toulon Var Basket (France),1,20,20,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2018,Alize Johnson,Indiana Pacers,Missouri State,2,20,50,F,11.83,3.28,3.38,25.0,31.0,8,8.10,8.50,9.75,79.25,80.0,103.0,216.6,80.75,johnsal02
2013,Allen Crabbe,Cleveland Cavaliers,California,2,1,31,G,10.67,3.10,3.32,30.5,36.0,10,4.65,8.25,8.50,77.25,78.25,103.5,197.4,83.25,crabbal01
2017,Alpha Kaba,Atlanta Hawks,KK Mega Leks (Serbia),2,30,60,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2001,Alton Ford,Phoenix Suns,Houston,2,22,50,F,11.70,3.1,3.16,34.5,36.5,21,8.00,8.95,9.59,80.25,80.81,102.5,271.0,82.5,fordal02
2001,Alvin Jones,Philadelphia 76ers,Georgia Tech,2,28,56,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,jonesal01
2002,Amar'e Stoudemire,Phoenix Suns,Cypress Creek,1,9,9,F,11.19,3.1,3.25,32.0,35.5,12,7.79,8.95,9.59,80.5,80.81,108.5,233.0,85.75,stoudam01
2005,Amir Johnson,Detroit Pistons,Westchester,2,26,56,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,johnsam01
2004,Anderson Varejao,Orlando Magic,FC Barcelona Basquet (Spain),2,1,30,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2005,Andray Blatche,Washington Wizards,South Kent School,2,19,49,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,blatcan01
2012,Andre Drummond,Detroit Pistons,Connecticut,1,9,9,C,10.83,3.1,3.39,31.5,33.5,10,7.50,9.50,9.50,81.75,83.75,109.5,278.6,90.25,drumman01
2004,Andre Emmett,Seattle SuperSonics,Texas Tech,2,6,35,G,11.11,3.04,3.22,30.1,36.1,8.78,6.70,8.46,9.1,75.5,76.5,100.0,216.0,81.0,emmetan01
2001,Andre Hutson,Milwaukee Bucks,Michigan State,2,23,51,F,11.25,3.1,3.30,29.0,32.5,17,11.70,8.95,9.59,80.25,80.81,105.5,244.0,83.75,
2004,Andre Iguodala,Philadelphia 76ers,Arizona,1,9,9,G,11.17,3.04,3.18,30.5,34.5,4,6.70,8.46,9.1,77.75,78.75,105.5,217.0,83.0,iguodan01
2013,Andre Roberson,Minnesota Timberwolves,Colorado,1,26,26,F,11.36,3.02,3.34,30.0,36.5,10,7.05,8.75,9.50,78.25,79.0,104.5,205.8,83.0,roberan03
2006,Andrea Bargnani,Toronto Raptors,Universo Treviso Basket (Italy),1,1,1,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,bargnan01
2003,Andreas Glyniadakis,Detroit Pistons,A.E.K. Athens B.C. (Greece),2,29,58,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,glynian01
2005,Andrew Bogut,Milwaukee Bucks,Utah,1,1,1,C,12.06,3.1,3.51,27.5,33.5,13,8.73,9.12,9.86,83.0,84.25,110.5,250.6,87.0,bogutan01
2005,Andrew Bynum,Los Angeles Lakers,Saint Joseph,1,10,10,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,bynuman01
2011,Andrew Goudelock,Los Angeles Lakers,College of Charleston,2,16,46,G,10.33,3.04,3.10,32.5,37.0,4,9.90,8.25,9.25,73.25,74.75,96.5,197.6,76.25,goudean01
2015,Andrew Harrison,Phoenix Suns,Kentucky,2,14,44,G,11.20,3.04,3.34,26.5,33.0,8.78,5.90,8.25,9.25,76.5,77.5,100.0,213.2,81.0,harrian01
2012,Andrew Nicholson,Orlando Magic,St. Bonaventure,1,19,19,F,11.89,3.1,3.67,28.5,30.5,10,7.60,10.00,10.75,80.5,81.5,107.0,234.0,88.0,nichoan01
2014,Andrew Wiggins,Cleveland Cavaliers,Kansas,1,1,1,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,wiggian01
2004,Andris Biedrins,Golden State Warriors,BK Skonto (Latvia),1,11,11,C,11.96,3.1,3.42,27.58,31.48,10.79,9.30,9.12,9.86,82.59,83.73,110.57,247.02,87.72,
2010,Andy Rautins,New York Knicks,Syracuse,2,8,38,G,11.27,3.04,3.49,23.5,30.5,8,6.20,8.00,9.75,76.25,77.0,100.0,191.6,79.0,rautian01
2018,Anfernee Simons,Portland Trail Blazers,IMG Academy,1,24,24,G,11.27,3.16,3.10,32.0,41.5,1,7.70,8.75,9.00,74.25,75.25,99.5,183.2,81.25,simonan01
2008,Ante Tomic,Utah Jazz,KK Zagreb (Croatia),2,14,44,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2016,Ante Zizic,Boston Celtics,KK Cibona (Croatia),1,23,23,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2013,Anthony Bennett,Cleveland Cavaliers,Nevada-Las Vegas,1,1,1,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,bennean01
2015,Anthony Brown,Los Angeles Lakers,Stanford,2,4,34,F,10.94,3.29,3.18,27.5,34.5,4,6.10,8.50,9.00,77.75,79.25,104.5,211.0,83.0,brownan02
2012,Anthony Davis,New Orleans Hornets,Kentucky,1,1,1,F,11.46,3.1,3.3,29.41,34.23,11.36,7.90,9.00,8.50,81.25,82.5,108.0,221.8,89.5,davisan02
2008,Anthony Randolph,Golden State Warriors,Louisiana State,1,14,14,F,11.86,3.1,3.26,29.0,35.0,7,4.70,8.95,9.59,81.0,82.25,109.0,197.0,87.0,randoan01
2005,Antoine Wright,New Jersey Nets,Texas A&M,1,15,15,F,11.45,3.1,3.41,26.5,29.5,12,7.79,8.95,9.59,77.25,78.25,104.5,202.6,80.75,wrighan01
2004,Antonio Burks,Orlando Magic,Memphis,2,7,36,G,11.11,3.04,3.22,30.1,36.1,9,9.90,8.46,9.1,72.0,72.75,96.5,191.0,78.5,burksan01
2001,Antonis Fotsis,Memphis Grizzlies,Panathinaikos B.C. (Greece),2,19,47,F,11.60,3.1,3.44,27.0,30.0,2,7.79,8.95,9.59,81.25,80.81,106.0,219.0,80.5,fotsian01
2017,Anzejs Pasecniks,Orlando Magic,CB Gran Canaria (Spain),1,25,25,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2013,Archie Goodwin,Oklahoma City Thunder,Kentucky,1,29,29,G,10.75,3.41,3.27,30.0,36.0,1,4.55,8.50,9.00,75.75,77.25,102.0,189.0,81.5,goodwar01
2010,Armon Johnson,Portland Trail Blazers,Nevada-Reno,2,4,34,G,11.25,3.04,3.19,31.5,38.5,18,5.60,8.25,9.25,74.0,75.25,99.5,195.2,80.0,johnsar02
2012,Arnett Moultrie,Miami Heat,Mississippi State,1,27,27,F,11.32,3.1,3.22,33.5,37.5,10,7.70,9.25,9.25,81.5,82.75,106.5,232.8,86.25,moultar01
2018,Arnoldas Kulboka,Charlotte Hornets,Brose Bamberg (Germany),2,25,55,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2007,Arron Afflalo,Detroit Pistons,California-Los Angeles,1,27,27,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,afflaar01
2013,Arsalan Kazemi,Washington Wizards,Oregon,2,24,54,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2015,Arturas Gudaitis,Philadelphia 76ers,BC Zalgiris (Lithuania),2,17,47,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2011,Ater Majok,Los Angeles Lakers,Gold Coast Blaze (Australia),2,28,58,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2009,Austin Daye,Detroit Pistons,Gonzaga,1,15,15,F,12.11,3.1,3.55,25.0,28.0,0,5.50,8.95,9.59,81.75,82.75,110.0,191.8,86.75,dayeau01
2012,Austin Rivers,New Orleans Hornets,Duke,1,10,10,G,11.54,3.04,3.32,32.5,37.5,1,6.20,8.50,10.00,75.5,77.0,96.5,202.8,79.25,riverau01
2010,Avery Bradley,Boston Celtics,Texas,1,19,19,G,11.47,3.04,3.14,31.5,37.5,2,4.00,8.25,9.50,74.0,75.25,98.5,180.4,79.25,bradlav01
2005,Axel Hervelle,Denver Nuggets,Real Madrid Baloncesto (Spain),2,22,52,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2017,Bam Adebayo,Miami Heat,Kentucky,1,14,14,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,adebaba01
2016,Ben Bentil,Boston Celtics,Providence,2,21,51,F,11.16,3.10,3.30,29.0,33.0,11.36,9.70,9.50,10.00,79.25,80.25,105.0,229.2,85.5,bentibe01
2004,Ben Gordon,Chicago Bulls,Connecticut,1,3,3,G,11.28,3.04,3.19,31.5,37.5,12,5.30,8.46,9.1,73.0,74.25,99.0,192.0,80.5,gordobe01
2013,Ben McLemore,Sacramento Kings,Kansas,1,7,7,G,11.87,3.11,3.27,32.5,42.0,6,5.00,8.75,9.50,75.5,76.75,100.5,189.2,79.75,mclembe01
2016,Ben Simmons,Philadelphia 76ers,Louisiana State,1,1,1,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,simmobe01
2004,Beno Udrih,San Antonio Spurs,Olimpia Milano (Italy),1,28,28,G,11.11,3.04,3.22,30.1,36.1,2,9.30,8.46,9.1,74.5,75.75,98.0,199.0,76.5,udrihbe01
2012,Bernard James,Cleveland Cavaliers,Florida State,2,3,33,F,11.84,3.1,3.40,30.0,32.5,6,5.00,9.00,9.25,80.75,82.0,108.5,229.8,87.0,jamesbe01
2004,Bernard Robinson,Charlotte Bobcats,Michigan,2,16,45,G,10.91,3.04,3.17,28.5,34.5,14,6.00,8.46,9.1,77.25,78.5,102.0,208.0,82.0,robinbe01
2011,Bismack Biyombo,Sacramento Kings,Baloncesto Fuenlabrada (Spain),1,7,7,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,biyombi01
2009,Blake Griffin,Los Angeles Clippers,Oklahoma,1,1,1,F,10.95,3.1,3.28,32.0,35.5,22,8.20,8.95,9.59,80.5,82.0,105.0,248.4,83.25,griffbl01
2004,Blake Stepp,Minnesota Timberwolves,Gonzaga,2,29,58,G,11.11,3.04,3.22,30.1,36.1,8.78,8.00,8.46,9.1,74.76,76.12,99.43,195.28,79.4,
2006,Bobby Jones,Minnesota Timberwolves,Washington,2,7,37,F,11.23,3.1,3.28,28.5,34.5,15,8.00,8.95,9.59,77.75,78.75,101.5,211.0,81.5,jonesbo02
2015,Bobby Portis,Chicago Bulls,Arkansas,1,22,22,F,11.78,3.28,3.56,25.0,31.5,5,8.90,9.50,9.25,81.5,82.5,108.5,246.2,86.0,portibo01
2001,Bobby Simmons,Seattle SuperSonics,DePaul,2,13,41,F,11.69,3.1,3.41,27.5,34.0,12,6.70,8.95,9.59,78.25,80.81,105.0,235.0,84.25,simmobo01
2014,Bogdan Bogdanovic,Phoenix Suns,KK Partizan (Serbia),1,27,27,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2011,Bojan Bogdanovic,Miami Heat,KK Partizan (Serbia),2,1,31,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2013,Bojan Dubljevic,Minnesota Timberwolves,Valencia BC (Spain),2,29,59,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2019,Bol Bol,Miami Heat,Oregon,2,14,44,C,11.96,3.1,3.42,27.58,31.48,10.79,7.10,9.25,9.50,84.75,86.5,115.5,208.0,91.0,
2003,Boris Diaw,Atlanta Hawks,Elan Bearnais Pau-Orthez (France),1,21,21,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,diawbo01
2002,Bostjan Nachbar,Houston Rockets,Universo Treviso Basket (Italy),1,15,15,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2005,Bracey Wright,Minnesota Timberwolves,Indiana,2,17,47,G,11.58,3.04,3.27,30.0,36.0,8,6.39,8.46,9.1,73.25,74.5,100.5,186.8,82.0,wrighbr02
2007,Brad Newley,Houston Rockets,Townsville Crocodiles (Australia),2,24,54,G,11.77,3.04,3.29,29.5,31.5,3,8.00,8.46,9.1,77.0,78.5,102.5,201.0,80.0,
2012,Bradley Beal,Washington Wizards,Florida,1,3,3,G,10.95,3.04,3.28,33.0,39.0,8,6.00,8.50,9.00,75.25,76.75,100.0,201.8,80.0,bealbr01
2007,Brandan Wright,Charlotte Bobcats,North Carolina,1,8,8,F,11.76,3.1,3.31,30.5,35.5,2,5.80,8.95,9.59,80.75,82.0,108.5,200.0,87.75,wrighbr03
2015,Branden Dawson,New Orleans Pelicans,Michigan State,2,26,56,F,12.22,3.53,3.20,28.5,34.5,12,5.80,9.00,8.75,77.5,78.75,105.0,230.2,83.0,dawsobr01
2001,Brandon Armstrong,Houston Rockets,Pepperdine,1,23,23,G,10.91,3.04,3.20,30.0,37.0,6,9.30,8.46,9.1,75.5,76.12,99.5,188.0,81.5,armstbr01
2005,Brandon Bass,New Orleans/Oklahoma City Hornets,Louisiana State,2,3,33,F,11.61,3.1,3.24,31.5,33.0,18,9.30,8.95,9.59,78.25,79.25,106.5,246.0,86.5,bassbr01
2019,Brandon Clarke,Oklahoma City Thunder,Gonzaga,1,21,21,F,10.61,3.05,3.15,34.0,40.5,10,4.90,8.25,9.50,79.25,80.25,102.0,207.2,80.25,
2003,Brandon Hunter,Boston Celtics,Ohio,2,27,56,F,11.13,3.1,3.21,32.5,35.0,25,8.00,8.95,9.59,78.5,80.81,105.5,266.0,86.75,huntebr01
2016,Brandon Ingram,Los Angeles Lakers,Duke,1,2,2,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,ingrabr01
2009,Brandon Jennings,Milwaukee Bucks,Pallacanestro Virtus Roma (Italy),1,10,10,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,jennibr01
2011,Brandon Knight,Detroit Pistons,Kentucky,1,8,8,G,10.74,3.04,3.07,29.0,37.5,10,4.20,8.25,9.50,73.5,75.25,98.5,176.8,78.75,knighbr03
2006,Brandon Roy,Minnesota Timberwolves,Washington,1,6,6,G,11.13,3.04,3.27,34.0,40.5,6,7.60,8.46,9.1,77.25,78.25,101.0,207.0,80.0,roybr01
2008,Brandon Rush,Portland Trail Blazers,Kansas,1,13,13,G,11.33,3.04,3.31,32.5,35.0,0,6.39,8.46,9.1,77.0,78.5,104.5,211.4,83.25,rushbr01
2001,Brendan Haywood,Cleveland Cavaliers,North Carolina,1,20,20,C,12.87,3.1,3.50,27.0,28.5,17,12.90,9.12,9.86,83.75,83.73,113.5,266.0,90.5,haywobr01
2000,Brian Cardinal,Detroit Pistons,Purdue,2,15,44,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,cardibr01
2003,Brian Cook,Los Angeles Lakers,Illinois,1,24,24,F,11.87,3.1,3.45,25.0,29.0,6,10.50,8.95,9.59,81.5,80.81,109.0,234.0,86.0,cookbr01
2001,Brian Scalabrine,New Jersey Nets,Southern California,2,6,34,F,11.75,3.1,3.47,27.0,30.5,14,13.60,8.95,9.59,80.75,80.81,105.5,241.0,81.75,scalabr01
2016,Brice Johnson,LA Clippers,North Carolina,1,25,25,F,11.88,2.94,3.20,33.5,38.0,11.36,7.50,9.00,8.25,81.0,82.5,106.5,208.6,84.5,johnsbr02
2008,Brook Lopez,New Jersey Nets,Stanford,1,10,10,C,12.77,3.1,3.57,27.5,30.5,7,6.30,9.12,9.86,83.25,84.5,113.0,258.0,89.5,lopezbr01
2018,Bruce Brown,Detroit Pistons,Miami (FL),2,12,42,G,11.11,3.44,3.20,32.5,38.0,17,3.75,8.50,8.50,75.5,77.0,98.5,194.6,81.0,brownbr01
2014,Bruno Caboclo,Toronto Raptors,Esporte Clube Pinheiros (Brazil),1,20,20,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,cabocbr01
2019,Bruno Fernando,Philadelphia 76ers,Maryland,2,4,34,C,11.29,3.05,3.21,29.5,33.5,13,5.40,9.25,10.00,80.75,82.25,110.0,237.0,87.25,
2001,Bryan Bracey,San Antonio Spurs,Oregon,2,29,57,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2016,Buddy Hield,New Orleans Pelicans,Oklahoma,1,6,6,G,11.11,3.04,3.22,30.1,36.1,8.78,6.10,8.50,9.00,75.75,77.0,101.0,212.4,81.25,hieldbu01
2009,Byron Mullens,Dallas Mavericks,Ohio State,1,24,24,C,11.10,3.1,3.45,28.5,32.5,10,8.50,9.12,9.86,83.75,85.25,111.0,258.2,85.5,mulleby01
2014,C.J. Wilcox,Los Angeles Clippers,Washington,1,28,28,G,11.30,2.92,3.22,31.0,37.5,8.78,6.50,8.75,9.00,75.5,77.0,100.5,201.0,81.75,wilcocj01
2013,CJ McCollum,Portland Trail Blazers,Lehigh,1,10,10,G,11.02,2.91,3.32,32.0,38.5,13,8.60,8.00,9.50,74.25,75.25,96.5,197.0,78.25,mccolcj01
2005,CJ Miles,Utah Jazz,Skyline,2,4,34,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2015,Cady Lalanne,San Antonio Spurs,Massachusetts,2,25,55,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2017,Caleb Swanigan,Portland Trail Blazers,Purdue,1,26,26,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,9.50,10.25,79.5,80.5,108.0,245.6,87.0,swanica01
2019,Cam Reddish,Atlanta Hawks,Duke,1,10,10,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2014,Cameron Bairstow,Chicago Bulls,New Mexico,2,19,49,F,11.39,3.09,3.37,31.0,33.5,11.36,8.70,8.75,9.00,80.75,81.75,107.0,252.4,84.75,bairsca01
2019,Cameron Johnson,Minnesota Timberwolves,North Carolina,1,11,11,G,10.52,3.28,3.26,30.5,36.5,8.78,5.80,8.00,8.50,79.0,80.5,103.0,205.2,82.0,
2015,Cameron Payne,Oklahoma City Thunder,Murray State,1,14,14,G,10.90,2.93,3.28,29.8,35.5,0,6.30,8.50,8.25,72.75,73.5,97.5,182.8,79.25,payneca01
2016,Caris LeVert,Indiana Pacers,Michigan,1,20,20,G,11.11,3.04,3.22,30.1,36.1,8.78,7.55,8.50,9.25,77.75,79.0,101.0,191.0,82.0,leverca01
2007,Carl Landry,Seattle SuperSonics,Purdue,2,1,31,F,11.35,3.1,3.29,31.5,36.5,21,7.50,8.95,9.59,79.0,80.5,102.5,248.0,83.0,landrca01
2002,Carlos Boozer,Cleveland Cavaliers,Duke,2,6,34,F,10.77,3.1,3.31,26.5,28.5,13,7.79,8.95,9.59,79.75,80.81,108.5,258.0,86.25,boozeca01
2003,Carlos Delfino,Detroit Pistons,Fortitudo Pallacanestro Bologna (Italy),1,25,25,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,delfica01
2003,Carmelo Anthony,Denver Nuggets,Syracuse,1,3,3,F,11.40,3.1,3.15,30.5,33.5,7,8.00,8.95,9.59,78.25,80.81,105.5,233.0,84.0,anthoca01
2002,Caron Butler,Miami Heat,Connecticut,1,10,10,F,12.15,3.1,3.33,27.0,31.0,2,7.79,8.95,9.59,77.25,80.81,103.5,222.0,83.5,butleca01
2013,Carrick Felix,Cleveland Cavaliers,Arizona State,2,3,33,F,11.16,3.09,3.25,32.0,38.5,15,3.30,8.50,9.50,76.75,78.25,103.5,202.6,81.25,felixca01
