player_id,season,assist_percentage,assists,block_percentage,blocks,box_plus_minus,conference,defensive_box_plus_minus,defensive_rebound_percentage,defensive_rebounds,defensive_win_shares,effective_field_goal_percentage,field_goal_attempts,field_goal_percentage,field_goals,free_throw_attempt_rate,free_throw_attempts,free_throw_percentage,free_throws,games_played,games_started,height,minutes_played,offensive_box_plus_minus,offensive_rebound_percentage,offensive_rebounds,offensive_win_shares,personal_fouls,player_efficiency_rating,points,points_produced,position,steal_percentage,steals,team_abbreviation,three_point_attempt_rate,three_point_attempts,three_point_percentage,three_pointers,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,two_point_attempts,two_point_percentage,two_pointers,usage_percentage,weight,win_shares,win_shares_per_40_minutes
deandre-daniels-1,2011-12,7.4,15,5,18,2.7,big-east,2.8,13.8,45,0.5,0.407,91,0.341,31,0.275,25,0.8,20,31,12,9-Jun,376,-0.1,6.4,20,0.2,31,12.1,94,96,Forward,1.8,11,connecticut,0.549,50,0.24,12,10.2,65,0.457,17.6,22,41,0.463,19,17.4,195,0.6,0.068
deandre-daniels-1,2012-13,5.4,20,5.3,45,2.9,big-east,2.7,17.7,125,1.4,0.503,299,0.468,140,0.294,88,0.705,62,30,30,9-Jun,877,0.3,5.7,39,1.3,80,18.6,363,323,Forward,1.8,25,connecticut,0.227,68,0.309,21,11.8,164,0.533,12.8,50,231,0.515,119,24.1,195,2.7,0.122
deandre-daniels-1,2013-14,3.6,17,5.2,54,4.1,aac,2.9,16.9,173,2.4,0.531,401,0.469,188,0.222,89,0.787,70,38,38,9-Jun,1103,1.2,6.3,55,2.1,90,20,496,437,Forward,1.4,26,connecticut,0.299,120,0.417,50,12,228,0.559,11.2,56,281,0.491,138,24.2,195,4.4,0.16
spencer-dinwiddie-1,2011-12,13.6,64,1,9,4.5,pac-12,1.4,12.8,106,1.5,0.488,246,0.402,99,0.598,147,0.816,120,36,36,6-Jun,988,3.2,3.1,25,2.4,84,16.8,360,351,Guard,1.7,27,colorado,0.39,96,0.438,42,8.1,131,0.57,13.7,50,150,0.38,57,19.6,200,3.9,0.157
spencer-dinwiddie-1,2012-13,20.2,99,1.6,16,8.9,pac-12,2.3,10.7,96,1.6,0.49,313,0.415,130,0.767,240,0.825,198,33,33,6-Jun,1073,6.7,1,9,3.8,65,22.8,505,490,Guard,2.5,44,colorado,0.444,139,0.338,47,5.8,105,0.591,14.6,73,174,0.477,83,24.3,200,5.4,0.2
spencer-dinwiddie-1,2013-14,26.3,64,0.8,4,10.5,pac-12,1.7,9.6,44,0.8,0.565,131,0.466,61,0.908,119,0.857,102,17,17,6-Jun,529,8.8,1.8,8,2.2,32,24.8,250,248,Guard,2.9,26,colorado,0.481,63,0.413,26,5.8,52,0.667,13.8,30,68,0.515,35,21,200,3.1,0.231
jerami-grant-1,2012-13,5.9,18,3.9,18,4.8,big-east,3.9,15.2,72,1.2,0.487,117,0.462,54,0.624,73,0.562,41,40,9,8-Jun,572,0.8,9,46,0.8,54,14.8,155,156,Forward,1.8,17,syracuse,0.128,15,0.4,6,12,118,0.511,14.6,26,102,0.471,48,15.7,210,2,0.139
jerami-grant-1,2013-14,9.4,44,2.5,18,5.8,acc,2.5,17.2,139,1.9,0.496,268,0.496,133,0.664,178,0.674,120,32,20,8-Jun,1005,3.3,9.1,78,2.8,75,21.6,386,379,Forward,1.7,26,syracuse,0.019,5,0,0,13,217,0.547,9.5,37,263,0.506,133,21.1,210,4.6,0.185
glenn-robinson-2,2012-13,5.8,43,0.8,10,9.9,big-ten,3.1,12.5,128,1.6,0.611,292,0.572,167,0.36,105,0.676,71,39,39,6-Jun,1312,6.9,7.8,83,4.2,44,19.9,428,412,Forward,1.9,39,michigan,0.243,71,0.324,23,10.1,211,0.626,8.6,32,221,0.652,144,15.3,220,5.7,0.175
glenn-robinson-2,2013-14,7.6,44,1,11,6.1,big-ten,1.6,11.5,110,1.4,0.532,373,0.488,182,0.308,115,0.757,87,37,37,6-Jun,1194,4.4,6,54,2.8,55,18.9,484,450,Forward,1.9,35,michigan,0.29,108,0.306,33,8.8,164,0.566,9.7,46,265,0.562,149,22.3,220,4.2,0.142
nick-johnson-1,2011-12,18.7,85,2,19,1.9,pac-12,1.9,11.7,95,1.4,0.444,268,0.369,99,0.407,109,0.679,74,35,28,3-Jun,983,0,2.4,19,0.8,79,12.4,312,317,Guard,1.6,26,arizona,0.466,125,0.32,40,7.1,114,0.488,17.3,67,143,0.413,59,21.1,200,2.3,0.092
nick-johnson-1,2012-13,20.3,112,1.9,20,8.9,pac-12,4.6,13.1,113,2,0.516,306,0.448,137,0.399,122,0.713,87,35,35,3-Jun,1099,4.3,1.6,14,2.6,65,19.3,403,403,Guard,3.7,68,arizona,0.35,107,0.393,42,7.3,127,0.554,15.4,66,199,0.477,95,20.1,200,4.6,0.168
nick-johnson-1,2013-14,17.6,107,2,25,10.3,pac-12,4.6,11.1,123,3.1,0.498,474,0.432,205,0.395,187,0.781,146,38,38,3-Jun,1257,5.7,3,31,3.6,76,21.5,618,573,Guard,2.1,43,arizona,0.357,169,0.367,62,7.2,154,0.549,10.2,64,305,0.469,143,26.3,200,6.7,0.212
markel-brown-1,2010-11,14.2,49,5.2,33,4.3,big-12,4.5,10.7,65,1.1,0.435,193,0.394,76,0.435,84,0.607,51,34,10,3-Jun,735,-0.2,3.4,21,0.3,50,13.4,219,221,Guard,2.3,28,oklahoma-state,0.316,61,0.262,16,7.1,86,0.47,18,51,132,0.455,60,20,190,1.3,0.072
markel-brown-1,2011-12,17.5,80,1.9,19,3.6,big-12,2.4,16.2,137,1.3,0.469,272,0.426,116,0.467,127,0.732,93,33,26,3-Jun,1026,1.2,3.7,31,1.1,79,15.9,348,358,Guard,2.4,41,oklahoma-state,0.265,72,0.319,23,9.9,168,0.524,18.6,76,200,0.465,93,21.5,190,2.3,0.09
markel-brown-1,2012-13,15.6,80,2.6,26,6.9,big-12,2.9,13.7,130,2,0.503,388,0.436,169,0.387,150,0.76,114,33,33,3-Jun,1126,4,1.7,16,2.9,70,19.9,504,468,Guard,1.7,33,oklahoma-state,0.369,143,0.364,52,7.7,146,0.549,11,57,245,0.478,117,23.5,190,4.9,0.175
markel-brown-1,2013-14,16.9,99,3.1,35,8.8,big-12,2.9,12.9,143,2,0.541,402,0.473,190,0.483,194,0.768,149,34,34,3-Jun,1201,5.9,3.5,36,3.7,86,22,584,562,Guard,1.6,34,oklahoma-state,0.361,145,0.379,55,8.4,179,0.591,10,55,257,0.525,135,23.1,190,5.7,0.191
dwight-powell-1,2010-11,8.6,30,4.2,28,5,pac-10,4.5,18.9,117,1.4,0.489,187,0.471,88,0.54,101,0.683,69,31,24,10-Jun,756,0.4,6.8,43,1.1,93,16.7,252,246,Forward,1.9,24,stanford,0.134,25,0.28,7,12.8,160,0.536,15.8,44,162,0.5,81,19.2,240,2.5,0.135
dwight-powell-1,2011-12,8.4,26,3.8,21,3.9,pac-12,5.6,26.1,121,1.6,0.457,161,0.453,73,0.484,78,0.705,55,35,11,10-Jun,614,-1.6,7.6,40,0.5,80,15.8,202,202,Forward,2.7,28,stanford,0.106,17,0.059,1,16.2,161,0.51,20.8,52,144,0.5,72,20.5,240,2.1,0.134
dwight-powell-1,2012-13,16,72,3.6,39,7.5,pac-12,4.4,26.6,213,1.9,0.487,383,0.467,179,0.436,167,0.796,133,34,34,10-Jun,1032,3.1,7.7,72,2.7,104,23.3,506,496,Forward,1.5,26,stanford,0.086,33,0.455,15,16.4,285,0.547,15.2,83,350,0.469,164,26.5,240,4.6,0.177
dwight-powell-1,2013-14,20.4,112,2.8,30,6.5,pac-12,4.5,17.3,177,2,0.475,379,0.462,175,0.557,211,0.687,145,36,36,10-Jun,1167,2,7.3,70,1.8,113,19.7,505,537,Forward,2.4,47,stanford,0.103,39,0.256,10,12.5,247,0.527,17.8,104,340,0.485,165,26,240,3.8,0.131
jordan-clarkson-1,2010-11,17.8,52,0.5,3,-0.4,cusa,-0.6,7.8,45,0.7,0.478,224,0.433,97,0.54,121,0.793,96,27,9,5-Jun,672,0.2,2,11,0.9,62,15,310,294,Guard,1.8,20,missouri,0.295,66,0.303,20,4.9,56,0.551,21.7,78,158,0.487,77,27.6,193,1.6,0.093
jordan-clarkson-1,2011-12,18.9,79,1.7,17,3.9,cusa,0,10.6,85,1.3,0.491,384,0.435,167,0.445,171,0.784,134,31,31,5-Jun,1052,3.9,4.2,35,2.8,73,20.4,511,490,Guard,1.7,29,missouri,0.299,115,0.374,43,7.4,120,0.549,15.1,83,269,0.461,124,27.9,193,4.1,0.157
jordan-clarkson-1,2013-14,23.3,118,0.6,6,4,sec,0.2,9.3,106,1.2,0.482,467,0.448,209,0.418,195,0.831,162,35,35,5-Jun,1228,3.8,2.9,28,3.2,76,20.2,612,605,Guard,1.9,38,missouri,0.244,114,0.281,32,6.4,134,0.547,14.3,93,353,0.501,177,27.9,193,4.4,0.142
russ-smith-1,2010-11,28,14,1.1,1,3.3,big-east,4.8,6.9,6,0.3,0.427,41,0.341,14,0.122,5,0.6,3,17,0,Jun-00,96,-1.5,1.2,1,-0.1,17,13.3,38,39,Guard,8,13,louisville,0.415,17,0.412,7,4.1,7,0.438,23.1,13,24,0.292,7,29.3,165,0.2,0.08
russ-smith-1,2011-12,21.8,76,0.1,1,5.9,big-east,4.2,9.7,71,2.3,0.405,419,0.356,149,0.344,144,0.764,110,39,7,Jun-00,837,1.7,3.6,27,0.6,110,18.6,449,425,Guard,6.2,87,louisville,0.32,134,0.306,41,6.6,98,0.461,15.6,90,285,0.379,108,34.5,165,2.9,0.139
russ-smith-1,2012-13,21.1,116,0.2,2,10,big-east,3,9.2,91,2.9,0.47,560,0.414,232,0.493,276,0.804,222,40,37,Jun-00,1211,7.1,4,41,4.4,102,25.3,748,700,Guard,4.1,83,louisville,0.338,189,0.328,62,6.5,132,0.541,13.5,108,371,0.458,170,33.2,165,7.3,0.24
russ-smith-1,2013-14,31.6,172,0.4,4,11.1,aac,3.2,9.6,93,2.9,0.541,481,0.468,225,0.451,217,0.705,153,37,36,Jun-00,1084,7.9,2.9,29,3.9,92,26.2,673,662,Guard,4,74,louisville,0.376,181,0.387,70,6.2,122,0.576,15.2,105,300,0.517,155,30.7,165,6.7,0.249
lamar-patterson-1,2009-10,7,4,4.8,5,,big-east,,8.3,8,0.2,0.354,24,0.25,6,0.458,11,0.545,6,11,0,5-Jun,108,,4.5,4,0,8,7.9,23,23,Guard,1.8,3,pittsburgh,0.458,11,0.455,5,6.5,12,0.393,14.6,5,13,0.077,1,16.9,225,0.1,0.055
lamar-patterson-1,2010-11,18.1,42,1.4,5,7.1,big-east,3.9,8.1,29,0.6,0.39,82,0.341,28,0.354,29,0.69,20,32,0,5-Jun,401,3.2,10.6,35,0.5,35,12.3,84,109,Guard,2.2,14,pittsburgh,0.439,36,0.222,8,9.3,64,0.439,20,24,46,0.435,20,15.4,225,1.1,0.113
lamar-patterson-1,2011-12,24.9,133,1.3,12,8.3,big-east,2.4,17.4,134,1.1,0.514,285,0.442,126,0.291,83,0.771,64,37,37,5-Jun,1053,5.9,7,61,3,89,20.3,357,386,Guard,2.3,38,pittsburgh,0.351,100,0.41,41,11.9,195,0.55,16.3,63,185,0.459,85,19.3,225,4.1,0.156
lamar-patterson-1,2012-13,21.2,94,1.4,10,10.7,big-east,4.3,16.2,104,1.9,0.538,248,0.464,115,0.387,96,0.656,63,33,33,5-Jun,892,6.4,5.4,38,2.3,71,20.6,330,326,Guard,3,40,pittsburgh,0.444,110,0.336,37,10.6,142,0.562,16.7,59,138,0.565,78,21.5,225,4.2,0.189
lamar-patterson-1,2013-14,29.9,154,1.2,12,11.7,acc,3.4,14.4,140,2.3,0.528,458,0.441,202,0.382,175,0.754,132,36,36,5-Jun,1174,8.4,3.8,35,3.6,73,24.2,616,591,Guard,2.8,51,pittsburgh,0.45,206,0.388,80,9.2,175,0.569,14.7,93,252,0.484,122,29.1,225,5.9,0.2
cameron-bairstow-1,2010-11,4.6,7,3,8,3.8,mwc,2.7,11.5,30,0.4,0.609,55,0.6,33,0.4,22,0.591,13,31,1,9-Jun,301,1.1,10.2,25,0.5,46,13.4,80,77,Forward,1.2,6,new-mexico,0.036,2,0.5,1,10.9,55,0.611,17.6,14,53,0.604,32,13.5,250,0.9,0.124
cameron-bairstow-1,2011-12,3.8,11,4.2,19,2.9,mwc,4.2,15.1,66,1.2,0.444,90,0.444,40,0.789,71,0.634,45,34,1,9-Jun,523,-1.3,13.5,57,0.5,80,12,125,141,Forward,1.5,13,new-mexico,0.011,1,0,0,14.3,123,0.505,20.5,32,89,0.449,40,15.4,250,1.7,0.133
cameron-bairstow-1,2012-13,8.8,31,3,21,5,mwc,3.6,19.5,132,1.6,0.456,237,0.456,108,0.709,168,0.738,124,35,19,9-Jun,844,1.4,11.1,76,2.2,84,20.3,340,340,Forward,1.8,24,new-mexico,0,0,,0,15.3,208,0.537,12,43,237,0.456,108,23,250,3.8,0.181
cameron-bairstow-1,2013-14,11.8,53,4.9,51,7.5,mwc,2.6,16.5,175,2,0.558,426,0.556,237,0.7,298,0.735,219,34,34,9-Jun,1119,4.9,8.5,76,4.5,72,29,694,627,Forward,1,19,new-mexico,0.007,3,0.333,1,12.8,251,0.611,10.7,68,423,0.558,236,29.9,250,6.5,0.232
alec-brown-1,2010-11,3.7,14,9.6,67,2.1,horizon,2.9,17.8,114,1.1,0.494,235,0.489,115,0.536,126,0.746,94,32,32,1-Jul,804,-0.8,9.3,65,1.7,88,21.1,326,306,Forward,1,13,green-bay,0.026,6,0.333,2,13.4,179,0.553,14.3,49,229,0.493,113,21.9,235,2.8,0.14
alec-brown-1,2011-12,6.5,25,9.7,89,3.3,horizon,3.8,21.3,154,1.6,0.462,338,0.456,154,0.388,131,0.771,101,30,29,1-Jul,938,-0.5,11.3,92,1.9,81,23.9,413,395,Forward,1.7,26,green-bay,0.056,19,0.211,4,16,246,0.516,12.8,59,319,0.47,150,25.4,235,3.5,0.151
alec-brown-1,2012-13,10,42,6.7,59,1.3,horizon,1.6,17.3,137,1.5,0.488,379,0.449,170,0.385,146,0.747,109,34,34,1-Jul,1042,-0.3,8.1,67,1.7,100,19.5,479,443,Forward,1.2,20,green-bay,0.185,70,0.429,30,12.6,204,0.534,16.7,90,309,0.453,140,27.6,235,3.2,0.123
alec-brown-1,2013-14,7,30,10.9,94,4.6,horizon,3.7,12.8,108,2,0.536,347,0.476,165,0.349,121,0.727,88,30,30,1-Jul,909,1,8.5,63,1.9,67,22.7,460,412,Forward,1,15,green-bay,0.288,100,0.42,42,10.8,171,0.569,13.8,65,247,0.498,123,26.2,235,3.9,0.17
semaj-christon-1,2012-13,32.2,139,0.4,3,2.2,atlantic-10,1.2,10.1,81,1.3,0.453,365,0.444,162,0.51,186,0.672,125,30,29,3-Jun,1027,1,0.6,5,1.5,80,17.7,456,470,Guard,2.8,45,xavier,0.077,28,0.25,7,5.4,86,0.503,19.4,109,337,0.46,155,29.8,190,2.8,0.109
semaj-christon-1,2013-14,25.3,142,0.8,8,4.9,big-east,1.2,7.4,76,1.3,0.501,420,0.479,201,0.56,235,0.668,157,34,34,3-Jun,1200,3.7,1.5,15,2.6,72,19.1,578,565,Guard,2.3,45,xavier,0.117,49,0.388,19,4.6,91,0.544,14.3,89,371,0.491,182,26.9,190,4,0.133
roy-devyn-marble-1,2010-11,13.8,41,0.4,2,0.5,big-ten,1.7,11,55,0.7,0.411,174,0.379,66,0.379,66,0.53,35,31,6,6-Jun,593,-1.1,3.7,19,0.1,41,10.6,178,177,Guard,2.1,21,iowa,0.236,41,0.268,11,7.3,74,0.433,14.2,34,133,0.414,55,20.4,200,0.8,0.052
roy-devyn-marble-1,2011-12,24,126,1.5,14,4.7,big-ten,0.9,11.7,94,0.7,0.47,319,0.436,139,0.442,141,0.723,102,35,27,6-Jun,1031,3.8,4.4,39,2.4,57,19.8,402,422,Guard,3,53,iowa,0.176,56,0.393,22,7.9,133,0.521,13.6,61,263,0.445,117,21.8,200,3.1,0.119
roy-devyn-marble-1,2012-13,22.9,112,0.9,10,7.2,big-ten,1.8,11.8,113,1.8,0.466,430,0.409,176,0.44,189,0.81,153,37,37,6-Jun,1130,5.3,3.4,34,3,50,20.6,554,522,Guard,2.2,42,iowa,0.349,150,0.327,49,7.5,147,0.533,13.3,80,280,0.454,127,26.6,200,4.8,0.17
roy-devyn-marble-1,2013-14,23.6,118,0.8,7,8.5,big-ten,1.7,8.6,80,1.6,0.479,436,0.42,183,0.456,199,0.714,142,33,33,6-Jun,995,6.8,2.9,26,3,64,22.6,560,534,Guard,3.5,60,iowa,0.342,149,0.349,52,5.9,106,0.528,9.7,57,287,0.456,131,28.4,200,4.6,0.187
jordan-mcrae-1,2010-11,0,0,8.7,4,-6.9,sec,0.9,12.9,6,0.1,0.342,19,0.316,6,0.579,11,0.455,5,10,0,5-Jun,53,-7.7,4.2,2,-0.1,5,7.1,18,16,Guard,2.2,2,tennessee,0.474,9,0.111,1,8.5,8,0.372,17.1,5,10,0.5,5,27.4,200,0,-0.019
jordan-mcrae-1,2011-12,15.6,52,3.6,26,3.4,sec,2.2,13.6,83,1,0.453,257,0.377,97,0.307,79,0.759,60,34,15,5-Jun,738,1.2,2.6,16,1,58,15.8,293,277,Guard,1.7,20,tennessee,0.463,119,0.328,39,8.1,99,0.497,14.5,50,138,0.42,58,24.4,200,2,0.108
jordan-mcrae-1,2012-13,14.6,66,2.7,29,5.4,sec,1.3,12.2,105,1.3,0.498,402,0.423,170,0.381,153,0.771,118,33,22,5-Jun,1107,4.1,3.4,31,2.5,77,19,518,477,Guard,1.5,26,tennessee,0.42,169,0.355,60,7.6,136,0.546,16.4,93,233,0.472,110,27.2,200,3.8,0.137
jordan-mcrae-1,2013-14,17.6,91,3.3,38,8.4,sec,1.3,10,102,2,0.513,512,0.436,223,0.414,212,0.788,167,37,37,5-Jun,1190,7.1,2.6,26,4.3,78,24,692,623,Guard,1.3,25,tennessee,0.439,225,0.351,79,6.3,128,0.565,11.2,77,287,0.502,144,30.4,200,6.2,0.21
xavier-thames-1,2009-10,14,38,0.2,1,,pac-10,,7.1,32,0.4,0.447,131,0.412,54,0.298,39,0.641,25,31,4,3-Jun,546,,2.9,13,0.4,59,10,142,144,Guard,2.6,24,san-diego-state,0.26,34,0.265,9,5,45,0.475,16.2,29,97,0.464,45,16.6,195,0.8,0.057
xavier-thames-1,2011-12,23,128,0.8,7,2.4,mwc,1.9,10.1,85,1.6,0.434,244,0.402,98,0.5,122,0.828,101,31,30,3-Jun,1048,0.5,1.7,15,1.4,69,13.6,313,347,Guard,1.7,30,san-diego-state,0.213,52,0.308,16,5.8,100,0.518,20.5,78,192,0.427,82,18.8,195,3,0.113
xavier-thames-1,2012-13,16.3,72,1.1,9,3,mwc,1.8,9.6,67,1.4,0.425,248,0.351,87,0.371,92,0.815,75,30,25,3-Jun,861,1.2,1.9,14,1,42,13.6,286,286,Guard,2.2,31,san-diego-state,0.419,104,0.356,37,5.7,81,0.49,15.4,53,144,0.347,50,20.6,195,2.4,0.112
xavier-thames-1,2013-14,23.7,116,0.5,5,10.1,mwc,2.2,8.5,83,2.8,0.478,457,0.411,188,0.514,235,0.834,196,36,36,3-Jun,1126,7.9,2.1,21,4.7,71,26.5,633,607,Guard,3.3,59,san-diego-state,0.357,163,0.374,61,5.3,104,0.557,8.2,51,294,0.432,127,28.6,195,7.5,0.267
cory-jefferson-1,2009-10,0,0,4.3,4,,big-12,,13.5,13,0.2,0.391,23,0.391,9,0.565,13,0.692,9,21,0,9-Jun,97,,15.6,12,0.1,13,13.2,27,29,Forward,1.2,2,baylor,0.043,1,0,0,14.5,25,0.463,14.6,5,22,0.409,9,17.7,220,0.3,0.111
cory-jefferson-1,2011-12,1.6,3,12.6,42,4.8,big-12,6,22.4,65,0.7,0.522,90,0.522,47,0.5,45,0.6,27,34,1,9-Jun,357,-1.2,8.7,25,0.6,45,20.1,121,110,Forward,1.3,8,baylor,0.022,2,0,0,15.6,90,0.543,11.9,15,88,0.534,47,17.8,220,1.4,0.155
cory-jefferson-1,2012-13,2.2,11,6.7,71,7.7,big-12,3.2,22,196,1.9,0.615,313,0.61,191,0.486,152,0.704,107,37,37,9-Jun,1032,4.5,11.1,99,4.2,85,27.5,492,435,Forward,1,17,baylor,0.029,9,0.333,3,16.5,295,0.639,7.2,30,304,0.618,188,20,220,6.1,0.235
cory-jefferson-1,2013-14,7.4,37,4.7,49,6,big-12,2.5,21,205,1.6,0.519,368,0.5,184,0.582,214,0.64,137,38,38,9-Jun,1103,3.4,11.6,107,3.3,83,23.8,519,487,Forward,0.8,15,baylor,0.103,38,0.368,14,16.4,312,0.553,9.8,51,330,0.515,170,24.2,220,4.9,0.179
karl-anthony-towns-1,2014-15,11.6,44,11.5,88,17.3,sec,10.8,22.3,169,2.9,0.57,256,0.566,145,0.523,134,0.813,109,39,39,11-Jun,822,6.5,14.2,92,3.5,115,31.4,401,391,Forward,1.4,18,kentucky,0.031,8,0.25,2,18.5,261,0.627,14.2,53,248,0.577,143,23.7,250,6.4,0.311
dangelo-russell-1,2014-15,30.1,175,1.1,11,11.7,big-ten,3,15.4,163,2.4,0.541,515,0.449,231,0.303,156,0.756,118,35,34,5-Jun,1188,8.7,3.6,35,4.4,74,26.6,675,671,Guard,2.8,55,ohio-state,0.449,231,0.411,95,9.8,198,0.573,14.8,102,284,0.479,136,30.2,180,6.8,0.229
jahlil-okafor-1,2014-15,9.4,49,4.5,54,10.9,acc,4.1,18.2,188,2.2,0.664,420,0.664,279,0.462,194,0.51,99,38,38,11-Jun,1143,6.8,14.8,134,4.5,81,30.7,657,609,Center,1.5,29,duke,0,0,,0,16.6,322,0.641,15.6,95,420,0.664,279,27.6,270,6.7,0.235
willie-cauley-stein-1,2012-13,8,27,8.4,60,8.1,sec,6.1,18.5,112,1.4,0.621,169,0.621,105,0.509,86,0.372,32,29,14,Jul-00,683,1.9,12,67,1.2,70,22.1,242,239,Forward,2.1,24,kentucky,0,0,,0,15.4,179,0.577,18.6,48,169,0.621,105,19.3,240,2.6,0.155
willie-cauley-stein-1,2013-14,5.7,25,12.3,106,14.9,sec,10.8,16.3,131,2.2,0.596,178,0.596,106,0.466,83,0.482,40,37,18,Jul-00,880,4.1,12.6,94,1.9,98,23.6,252,260,Forward,3,44,kentucky,0,0,,0,14.5,225,0.58,12.5,31,178,0.596,106,14.1,240,4.1,0.185
willie-cauley-stein-1,2014-15,7.4,38,7.1,67,14.7,sec,10,17.3,162,3.4,0.572,236,0.572,135,0.542,128,0.617,79,39,38,Jul-00,1012,4.7,11.1,89,2.6,78,23.8,349,344,Forward,2.9,47,kentucky,0,0,,0,14.5,251,0.588,13.9,48,236,0.572,135,17.8,240,6,0.239
stanley-johnson-1,2014-15,11.6,63,1.6,15,10.2,pac-12,5.4,19.1,172,2.9,0.501,390,0.446,174,0.456,178,0.742,132,38,37,6-Jun,1081,4.8,8.9,75,2.8,100,22.5,523,509,Forward,3.2,57,arizona,0.297,116,0.371,43,14.1,247,0.551,14.7,82,274,0.478,131,26.6,225,5.7,0.212
frank-kaminsky-1,2011-12,7.9,10,5,13,6.5,big-ten,4.7,13.7,28,0.6,0.5,56,0.411,23,0.25,14,0.5,7,35,0,Jul-00,271,1.9,10.3,22,0.4,34,14.1,63,69,Center,1,4,wisconsin,0.625,35,0.286,10,12,50,0.503,13.8,10,21,0.619,13,15.8,242,1,0.145
frank-kaminsky-1,2012-13,17.6,26,5.2,17,12.8,big-ten,6.2,13.5,35,0.8,0.51,98,0.439,43,0.439,43,0.767,33,32,2,Jul-00,329,6.6,7.3,21,1.3,40,25.3,133,132,Center,2.8,14,wisconsin,0.459,45,0.311,14,10.2,56,0.562,7.1,9,53,0.547,29,21.3,242,2.1,0.252
frank-kaminsky-1,2013-14,11.4,49,6.1,66,12.4,big-ten,4.9,18.4,159,2,0.578,371,0.528,196,0.356,132,0.765,101,38,38,Jul-00,1032,7.5,10,81,4.2,96,29,530,508,Center,1.6,26,wisconsin,0.264,98,0.378,37,14.3,240,0.611,8.3,39,273,0.582,159,25.5,242,6.2,0.241
frank-kaminsky-1,2014-15,18.4,103,4.5,57,15.3,big-ten,5.8,25.7,262,2.9,0.59,488,0.547,267,0.41,200,0.78,156,39,39,Jul-00,1311,9.5,6,58,6.9,65,34.4,732,691,Center,1.7,33,wisconsin,0.207,101,0.416,42,16.1,320,0.628,9.8,63,387,0.581,225,28.6,242,9.8,0.299
justise-winslow-1,2014-15,13.2,82,2.9,34,10.4,acc,5.3,19.8,203,2.5,0.551,356,0.486,173,0.438,156,0.641,100,39,39,6-Jun,1135,5.1,5.4,49,3.1,108,22.3,492,473,Forward,2.8,52,duke,0.309,110,0.418,46,13.1,252,0.572,14.2,71,246,0.516,127,22.9,225,5.5,0.196
myles-turner-1,2014-15,6.2,20,12.3,89,8.7,big-12,7.3,24.9,178,2.1,0.488,257,0.455,117,0.436,112,0.839,94,34,7,11-Jun,755,1.5,7.2,44,1.9,82,25.5,345,310,Forward,0.8,10,texas,0.241,62,0.274,17,16.7,222,0.556,13.2,47,195,0.513,100,25.1,240,4,0.213
trey-lyles-1,2014-15,9.2,38,2.1,16,8.9,sec,5.1,16.1,123,2.3,0.496,240,0.488,117,0.425,102,0.735,75,36,21,10-Jun,828,3.9,9.9,65,2.1,57,19.8,313,308,Forward,1.4,19,kentucky,0.121,29,0.138,4,13.3,188,0.543,12.4,41,211,0.536,113,20.8,235,4.4,0.213
devin-booker-2,2014-15,10.9,42,0.3,2,8.9,sec,2,7.8,59,1.8,0.571,287,0.47,135,0.223,64,0.828,53,38,0,6-Jun,816,6.9,2.6,17,2.7,58,19.4,381,324,Guard,1.3,17,kentucky,0.491,141,0.411,58,5.4,76,0.6,10.4,37,146,0.527,77,22.8,206,4.5,0.219
cameron-payne-1,2013-14,34.2,185,1.7,20,2,ovc,-0.2,11.3,113,1.5,0.481,470,0.404,190,0.33,155,0.774,120,34,34,2-Jun,1111,2.2,1.1,10,2.5,96,20.5,572,599,Guard,3,57,murray-state,0.449,211,0.341,72,6.3,123,0.526,16.8,110,259,0.456,118,29.4,180,4,0.145
cameron-payne-1,2014-15,40,209,1.6,17,8.9,ovc,0.3,10.6,108,1.8,0.534,537,0.456,245,0.315,169,0.787,133,35,35,2-Jun,1127,8.6,2.2,21,5.5,72,30.1,707,716,Guard,3.6,68,murray-state,0.415,223,0.377,84,6.6,129,0.573,12.4,87,314,0.513,161,31.5,180,7.3,0.258
kelly-oubre-1,2014-15,8.1,28,1.8,13,8.6,big-12,3.7,19.2,138,1.7,0.512,248,0.444,110,0.444,110,0.718,79,36,27,7-Jun,756,4.8,6.4,41,1.7,71,21.1,333,303,Guard,3.3,41,kansas,0.383,95,0.358,34,13.2,179,0.555,12.5,43,153,0.497,76,23.1,200,3.4,0.18
terry-rozier-1,2013-14,16.6,67,0.3,2,7.2,aac,3.6,13.7,86,1.9,0.478,232,0.401,93,0.224,52,0.712,37,37,10,1-Jun,699,3.6,4.4,28,1.6,54,17.8,259,262,Guard,3.2,38,louisville,0.418,97,0.371,36,9,114,0.504,7.9,22,135,0.422,57,19.3,190,3.5,0.198
terry-rozier-1,2014-15,19.7,108,0.5,6,8.4,acc,3.7,13.9,157,3,0.457,521,0.411,214,0.338,176,0.79,139,36,35,1-Jun,1260,4.7,3.8,43,3,62,22.1,615,591,Guard,3.5,72,louisville,0.301,157,0.306,48,8.8,200,0.509,11.6,79,364,0.456,166,27.8,190,6,0.191
