player,position,lane_agility,shuttle_run,three_quarter_sprint,standing_vertical,max_vertical,bench_press,season,body_fat,hand_length,hand_width,height_shoes,standing_reach,weight,wingspan
Pops Mensah-Bonsu,PF-C,11.47,,3.29,31.5,36.0,19,2006.0,5.8,,,81.0,105.5,232.0,84.0
Paul Miller,PF-C,12.25,,3.66,29.0,35.5,25,2006.0,13.8,,,81.25,101.5,251.0,84.0
Paul Millsap,PF,11.67,,3.3,28.5,32.5,15,2006.0,9.7,,,79.25,105.5,258.0,85.5
Dwayne Mitchell,SG-SF,11.45,,3.16,37.5,41.5,17,2006.0,4.5,,,75.25,98.5,208.0,78.5
Adam Morrison,SF,11.46,,3.37,25.5,30.5,11,2006.0,6.8,,,79.75,105.0,198.0,82.0
Yemi Nicholson,PF-C,12.57,,3.65,26.5,26.0,8,2006.0,17.2,,,81.5,107.0,258.0,88.25
David Noel,SF-SG,10.54,,3.07,34.5,38.5,20,2006.0,6.1,,,78.0,100.0,223.0,81.5
Steve Novak,SF,11.11,,3.37,24.5,31.0,5,2006.0,8.1,,,81.25,103.0,216.0,81.5
Patrick O'Bryant,C,12.68,,3.63,26.5,30.0,13,2006.0,10.0,,,84.0,113.0,249.0,89.75
Danilo Pinnock,PG-SG,11.91,,3.08,29.5,35.5,7,2006.0,4.6,,,76.0,100.5,204.0,79.5
Chris Quinn,PG-SG,11.25,,3.25,32.0,37.0,7,2006.0,5.9,,,73.5,94.0,175.0,77.0
Allan Ray,SG,11.01,,3.2,28.5,35.5,9,2006.0,9.8,,,74.25,99.5,204.0,80.5
JJ Redick,SG,10.94,,3.29,27.5,33.0,6,2006.0,7.0,,,76.75,97.5,190.0,75.25
Antywane Robinson,SF-PF,11.73,,3.4,29.0,32.5,12,2006.0,6.9,,,79.5,105.5,217.0,86.5
Brandon Roy,SG-SF,11.13,,3.27,34.0,40.5,6,2006.0,7.6,,,78.25,101.0,207.0,80.0
Blake Schilb,PG-SG,11.25,,3.43,28.5,34.5,13,2006.0,11.3,,,78.25,102.0,209.0,80.75
Mouhamed Sene,C,12.52,,3.38,28.5,31.0,7,2006.0,6.6,,,84.0,113.0,237.0,92.5
Cedric Simmons,PF-C,11.05,,3.31,30.5,35.0,15,2006.0,5.6,,,81.5,108.5,223.0,88.25
Marcus Slaughter,PF-SF,11.56,,3.4,30.0,34.0,9,2006.0,8.5,,,80.0,104.5,220.0,83.5
Craig Smith,PF,11.59,,3.4,30.0,29.5,,2006.0,12.2,,,78.5,103.5,259.0,81.5
Steven Smith,SF-PF,12.08,,3.4,29.5,34.5,15,2006.0,7.8,,,81.25,104.0,238.0,84.5
Michael Southhall,C,12.29,,3.51,31.5,37.0,2,2006.0,7.9,,,82.25,107.5,241.0,88.25
Frans Steyn,C,11.67,,3.38,28.5,29.5,,2006.0,12.8,,,86.5,109.0,280.0,86.25
Curtis Stinson,SG,10.95,,3.27,28.0,31.5,17,2006.0,6.0,,,74.75,97.5,208.0,77.0
Tyrus Thomas,PF-SF,11.36,,3.2,34.0,39.5,8,2006.0,5.6,,,80.25,108.0,217.0,87.0
Joah Tucker,SF-SG,11.58,,3.31,29.0,34.0,19,2006.0,7.0,,,77.25,99.5,224.0,78.5
Ian Vouyoukas,C-PF,13.7,,3.72,23.0,28.0,8,2006.0,14.8,,,81.5,108.5,267.0,84.75
Darius Washington,PG,10.71,,3.26,29.0,37.5,9,2006.0,9.7,,,73.0,96.0,195.0,76.0
CJ Watson,PG,11.61,,3.15,31.5,34.0,12,2006.0,5.2,,,73.75,96.0,171.0,78.0
Eric Williams,C-PF,11.71,,3.56,28.5,29.0,17,2006.0,13.0,,,80.75,106.5,285.0,88.25
Shelden Williams,PF-C,11.53,,3.59,29.0,33.5,25,2006.0,11.4,,,80.5,104.0,258.0,88.25
Shawne Williams,SF-PF,10.69,,3.3,32.0,31.0,,2006.0,8.0,,,80.75,104.0,227.0,87.0
Marcus Williams,PG,11.3,,3.4,24.5,28.0,4,2006.0,12.4,,,75.25,97.5,215.0,79.0
Justin Williams,C-PF,11.9,,3.31,26.5,31.5,7,2006.0,6.5,,,80.75,109.0,211.0,85.5
Curtis Withers,PF-SF,11.54,,3.1,35.0,36.5,14,2006.0,5.0,,,78.5,101.0,227.0,82.0
Mohamed Abukar,SF,11.78,,3.37,30.5,35.0,15,2007.0,8.9,,,81.75,103.0,210.0,81.0
Mario Boggan,PF,12.18,,3.45,24.0,26.5,12,2007.0,9.2,,,79.0,107.0,240.0,86.0
Craig Bradshaw,PF,11.88,,3.54,26.0,28.0,12,2007.0,12.1,,,81.75,106.5,240.0,85.5
Corey Brewer,SF-SG,11.69,,3.22,30.5,36.5,11,2007.0,4.2,,,79.75,103.0,185.0,80.25
Aaron Brooks,PG,10.57,,3.20,32.5,39.5,6,2007.0,2.7,,,71.75,94.0,161.0,76.0
Bobby Brown,PG,11.27,,3.25,32.5,41.0,3,2007.0,6.6,,,73.75,95.5,170.0,76.0
Russell Carter,SG,11.61,,3.29,33.0,38.5,25,2007.0,6.0,,,76.5,97.5,221.0,80.5
Coleman Collins,PF,11.47,,,30.0,35.0,21,2007.0,6.2,,,81.75,107.0,236.0,86.0
Mike Conley,PG,11.63,,3.09,35.5,40.5,13,2007.0,4.2,,,72.75,94.5,175.0,77.75
Daequan Cook,SG,11.12,,3.22,30.0,34.5,4,2007.0,7.0,,,77.75,101.5,203.0,80.25
Ryvon Covile,C-PF,12.52,,3.37,25.0,30.5,19,2007.0,8.0,,,80.5,107.5,250.0,85.25
Javaris Crittenton,PG,11.60,,3.32,32.5,38.0,11,2007.0,4.5,,,76.75,98.0,194.0,77.5
Jermareo Davidson,PF,12.63,,3.53,27.0,30.0,7,2007.0,6.9,,,83.0,109.5,230.0,88.0
Justin Doellman,PF,,,,,,19,2007.0,7.0,,,81.5,105.0,205.0,80.75
Zabian Dowdell,PG,11.13,,3.29,30.0,33.5,3,2007.0,5.1,,,75.0,100.0,191.0,82.0
Jared Dudley,SF,11.32,,3.45,28.0,32.0,14,2007.0,7.1,,,79.25,102.0,219.0,79.0
Kevin Durant,SF-PF,12.33,,3.45,26.0,33.5,0,2007.0,6.6,,,82.25,110.0,215.0,88.75
Rashaun Freeman,PF,11.43,,3.41,28.0,32.0,20,2007.0,11.5,,,80.0,104.0,244.0,83.5
Aaron Gray,C,12.07,,3.70,27.0,32.5,17,2007.0,10.8,,,85.75,108.5,271.0,87.25
Jeff Green,SF,12.00,,3.34,33.5,38.0,17,2007.0,3.7,,,81.5,103.0,228.0,85.25
Taurean Green,PG,11.30,,3.26,29.0,32.5,8,2007.0,4.6,,,72.75,96.0,173.0,74.25
Caleb Green,PF,11.72,,3.46,28.5,36.0,9,2007.0,10.9,,,80.0,103.0,238.0,83.75
Spencer Hawes,PF,11.88,,3.51,26.0,29.0,9,2007.0,13.0,,,84.75,110.0,244.0,84.5
Brandon Heath,PG,11.39,,3.28,32.0,36.0,11,2007.0,9.0,,,75.75,94.0,181.0,79.0
Herbert Hill,C,12.31,,3.39,30.5,34.0,15,2007.0,5.6,,,81.75,108.5,232.0,86.25
Al Horford,PF,12.15,,3.37,31.0,35.5,20,2007.0,9.1,,,81.75,107.0,246.0,84.75
Quinton Hosley,SF-SG,12.47,,3.32,28.5,34.0,12,2007.0,5.7,,,79.75,105.0,215.0,83.25
James Hughes,C,13.31,,3.37,31.0,33.0,8,2007.0,3.5,,,82.75,111.0,209.0,87.0
Jeremy Hunt,SG,12.11,,3.29,30.5,33.0,10,2007.0,5.2,,,76.75,101.5,198.0,80.25
Ekene Ibekwe,PF,11.00,,3.28,34.5,39.0,10,2007.0,3.2,,,81.0,104.0,208.0,90.0
Dominic James,PG,10.94,,3.11,33.5,38.5,14,2007.0,4.8,,,71.75,93.0,175.0,74.0
Trey Johnson,SG,11.78,,3.31,26.5,35.0,18,2007.0,5.4,,,77.75,98.0,216.0,77.0
Rashad Jones-Jennings,PF,12.18,,3.29,25.0,30.0,20,2007.0,5.9,,,79.5,105.5,235.0,84.0
Jared Jordan,PG,11.02,,3.39,24.5,28.5,6,2007.0,7.0,,,73.75,94.0,183.0,72.0
Coby Karl,SG-PG,11.57,,3.41,32.0,34.5,9,2007.0,5.4,,,76.75,99.5,204.0,83.0
Antanas Kavaliauskas,PF,11.19,,3.42,25.5,30.0,19,2007.0,7.7,,,82.5,106.5,237.0,82.5
Carl Landry,PF,11.35,,3.29,31.5,36.5,21,2007.0,7.5,,,80.5,102.5,248.0,83.0
Stephane Lasme,PF,11.73,,3.22,29.5,36.0,17,2007.0,4.9,,,79.0,107.0,213.0,86.0
Acie Law,PG,11.00,,3.22,29.0,34.0,8,2007.0,5.6,,,75.5,98.0,186.0,78.5
Marko Lekic,C,11.96,,3.43,24.0,30.5,19,2007.0,11.4,,,82.5,108.5,267.0,85.0
Ron Lewis,SG,11.59,,3.22,33.0,38.0,16,2007.0,4.5,,,76.5,99.0,194.0,78.5
Cartier Martin,SF,12.10,,3.43,27.0,29.5,11,2007.0,5.6,,,78.5,103.5,218.0,82.0
Dominic McGuire,SF,10.95,,3.25,28.5,34.5,12,2007.0,4.7,,,80.25,104.0,220.0,82.5
Josh McRoberts,PF,11.70,,3.47,27.5,31.5,12,2007.0,13.7,,,82.0,106.5,240.0,85.0
Sammy Mejia,SG,11.87,,3.49,27.0,31.5,7,2007.0,8.3,,,79.0,105.0,218.0,83.0
Brad Newley,SG,11.77,,3.29,29.5,31.5,3,2007.0,8.0,,,78.5,102.5,201.0,80.0
Demetris Nichols,SF,10.39,,3.38,28.5,32.5,16,2007.0,6.2,,,79.5,105.0,211.0,84.25
Joakim Noah,PF,11.79,,3.47,32.5,37.5,12,2007.0,4.8,,,84.0,106.5,223.0,85.25
Greg Oden,C,11.67,,3.27,32.0,34.0,,2007.0,7.8,,,84.0,112.0,257.0,88.25
Ivan Radenovic,PF,11.61,,3.60,23.0,28.0,7,2007.0,9.8,,,82.75,106.0,226.0,83.75
JR Reynolds,PG,11.69,,3.24,27.5,34.5,15,2007.0,8.2,,,74.75,95.0,188.0,75.25
Chris Richard,PF,11.39,,3.29,26.5,30.5,15,2007.0,7.5,,,80.75,110.5,252.0,88.5
Dustin Salisbery,SG,11.07,,3.12,34.0,38.0,11,2007.0,6.6,,,76.75,100.5,208.0,80.0
Blake Schilb,SG,11.63,,3.36,26.5,33.5,11,2007.0,10.0,,,79.0,102.5,214.0,81.0
Renaldas Seibutis,SG,11.33,,3.39,24.0,32.5,1,2007.0,6.1,,,77.75,101.0,185.0,80.75
Ramon Sessions,PG,11.65,,3.27,29.5,33.5,8,2007.0,6.2,,,75.75,97.5,185.0,76.25
Mustafa Shakur,PG,11.82,,3.27,28.5,35.0,11,2007.0,4.1,,,76.5,99.0,185.0,77.5
Jason Smith,PF,10.96,,3.29,33.5,37.5,15,2007.0,7.5,,,83.5,106.0,233.0,82.75
DJ Strawberry,SG,10.87,,3.14,28.5,35.0,21,2007.0,4.5,,,77.0,101.0,199.0,78.5
Rodney Stuckey,SG-PG,11.34,,3.11,30.5,35.0,14,2007.0,6.1,,,76.5,100.5,207.0,79.25
Curtis Sumpter,SF,11.30,,3.22,27.5,32.5,12,2007.0,5.3,,,79.75,104.0,227.0,81.5
Yue Sun,SF,10.68,,3.45,29.0,34.0,9,2007.0,5.1,,,80.75,105.0,212.0,81.0
Jamaal Tatum,PG,11.51,,3.22,28.5,33.0,7,2007.0,5.0,,,72.75,93.5,168.0,74.5
Reyshawn Terry,SF,11.76,,3.26,31.0,37.5,18,2007.0,8.9,,,79.5,103.5,222.0,82.0
Al Thornton,SF,11.96,,3.16,35.0,41.0,9,2007.0,5.8,,,79.0,104.0,221.0,85.0
Anthony Tolliver,PF,11.49,,3.29,28.5,30.0,21,2007.0,5.7,,,80.5,107.5,242.0,86.5
Ali Traore,C-PF,12.16,,3.52,25.0,29.0,11,2007.0,12.1,,,81.75,108.5,249.0,88.0
Kyle Visser,C,12.60,,3.39,26.0,29.0,18,2007.0,10.2,,,83.5,108.0,242.0,83.0
Darryl Watkins,C,11.65,,3.56,26.5,31.0,14,2007.0,6.9,,,82.25,110.0,241.0,87.0
Major Wingate,C,12.14,,3.47,27.5,30.5,15,2007.0,6.7,,,82.75,109.0,242.0,88.0
DaShaun Wood,PG,11.40,,3.23,31.5,34.5,13,2007.0,5.4,,,71.5,92.0,167.0,72.75
Julian Wright,SF-PF,11.48,,3.36,28.5,33.5,2,2007.0,6.1,,,80.5,108.0,211.0,86.25
Brandan Wright,PF,11.76,,3.31,30.5,35.5,2,2007.0,5.8,,,82.0,108.5,200.0,87.75
Avis Wyatt,PF,11.46,,3.23,27.5,32.0,12,2007.0,3.3,,,81.5,107.0,212.0,85.0
Jianlian Yi,,,,,,,,2007.0,,,,,,,
Thaddeus Young,SF,11.06,,3.19,34.5,37.0,13,2007.0,4.9,,,79.5,106.0,210.0,83.5
Nick Young,SG-SF,11.00,,3.25,39.5,40.5,6,2007.0,6.8,,,78.75,100.5,206.0,84.0
Joe Alexander,SF-PF,11.33,,2.99,32.5,38.5,24,2008.0,5.8,,,80.25,106.0,220.0,83.5
Darrell Arthur,PF,12.18,,3.14,28.5,30.0,12,2008.0,7.3,,,80.5,107.0,216.0,82.75
D.J. Augustin,PG,11.27,,3.07,28.5,35.0,2,2008.0,8.1,,,71.5,94.5,171.5,75.5
Jerryd Bayless,PG-SG,11.26,,3.07,31.0,38.0,10,2008.0,4.7,,,75.0,97.0,204.0,75.5
Michael Beasley,PF-SF,11.06,,3.24,30.0,35.0,19,2008.0,7.7,,,80.25,107.0,239.0,84.25
Ramel Bradley,PG-SG,10.68,,3.24,24.5,29.5,9,2008.0,5.7,,,74.25,98.0,184.0,77.0
Tyrone Brazelton,PG,11.59,,3.25,30.0,34.0,8,2008.0,8.1,,,71.0,94.0,166.0,73.75
Takais Brown,PF,12.47,,3.25,29.0,31.0,22,2008.0,9.2,,,80.5,106.0,252.0,82.0
Keith Brumbaugh,SF-PF,11.65,,3.28,26.0,27.0,2,2008.0,4.0,,,80.75,104.5,190.0,79.25
Stanley Burrell,PG,11.19,,3.19,29.5,34.5,21,2008.0,5.6,,,74.5,97.5,201.0,78.25
Brian Butch,C-PF,11.87,,3.52,24.0,26.5,9,2008.0,10.8,,,83.0,108.0,229.6,83.25
Jamar Butler,PG,,,,,,15,2008.0,6.0,,,73.5,97.0,182.0,76.75
Pat Calathes,SF-PF,,,,,,7,2008.0,7.3,,,81.75,106.0,204.0,81.75
Joe Crawford,SG,11.67,,3.22,31.0,36.0,13,2008.0,7.6,,,76.0,99.5,213.0,77.75
Chris Daniels,C-PF,12.72,,3.56,26.0,28.5,11,2008.0,16.1,,,81.5,109.0,256.0,84.5
Joey Dorsey,PF-C,11.84,,3.20,27.5,33.0,19,2008.0,9.0,,,79.25,107.0,265.0,85.75
Marcus Dove,SF-PF,11.59,,3.26,27.5,33.5,10,2008.0,5.3,,,79.5,105.0,208.0,83.5
Josh Duncan,PF,12.47,,3.26,28.0,32.0,26,2008.0,5.4,,,81.0,104.5,230.0,83.5
Frank Elegar,PF,11.86,,3.17,33.5,37.5,11,2008.0,4.5,,,80.75,106.0,210.0,87.25
Patrick Ewing Jr.,SF-PF,11.77,,3.43,35.0,42.0,2,2008.0,9.4,,,79.25,97.5,224.0,84.25
Gary Forbes,SG,11.45,,3.25,27.5,33.5,13,2008.0,6.5,,,77.75,104.5,220.5,83.25
Shan Foster,SG,12.30,,3.24,30.0,33.0,10,2008.0,6.3,,,77.25,103.5,194.5,83.5
J.R. Giddens,SG,,,,,,10,2008.0,5.4,,,76.75,103.0,208.0,83.25
James Gist,PF,11.37,,3.14,30.5,35.0,5,2008.0,4.8,,,80.5,107.5,220.0,88.0
Vladimir Golubovic,C,12.40,,3.33,21.5,27.0,15,2008.0,6.9,,,84.25,111.5,258.0,86.5
Eric Gordon,SG,10.81,,3.01,32.0,40.0,15,2008.0,8.2,,,75.25,99.0,222.0,81.0
Kentrell Gransberry,C,12.16,,3.32,24.5,27.5,18,2008.0,17.4,,,79.75,106.0,290.0,82.25
Donte Greene,SF-PF,11.21,,3.20,27.5,31.5,2,2008.0,7.6,,,81.0,108.0,221.0,82.0
Malik Hairston,SG,11.33,,3.08,30.5,38.0,13,2008.0,6.9,,,77.25,103.5,204.0,81.0
DeVon Hardin,C-PF,11.49,,3.33,29.5,32.0,20,2008.0,5.8,,,82.75,109.5,235.0,87.0
Richard Hendrix,PF,10.62,,3.27,26.5,28.0,13,2008.0,9.2,,,80.75,108.0,250.0,87.0
George Hill,PG,12.20,,3.07,34.0,37.5,9,2008.0,3.0,,,74.5,97.5,181.0,81.0
Kyle Hines,SF-PF,12.17,,3.40,28.5,33.0,16,2008.0,3.6,,,77.25,104.5,234.0,85.25
Jiri Hubalek,C-PF,12.26,,3.54,20.5,26.0,2,2008.0,8.8,,,83.0,109.0,226.0,82.75
Lester Hudson,PG,11.15,,3.16,30.5,36.0,12,2008.0,3.4,,,73.0,98.5,196.0,80.75
Othello Hunter,PF-SF,11.51,,3.18,28.0,34.5,7,2008.0,6.4,,,79.5,109.5,220.0,87.0
Darnell Jackson,PF,11.75,,3.26,27.0,31.0,11,2008.0,12.5,,,79.75,106.5,240.5,83.25
Shawn James,PF,,,,,,6,2008.0,9.2,,,81.0,111.0,217.0,89.0
Davon Jefferson,SF,12.02,,3.36,27.0,32.0,2,2008.0,12.0,,,78.5,105.0,213.0,81.5
Joseph Jones,PF,11.61,,3.33,25.5,31.0,16,2008.0,12.2,,,80.5,107.0,240.0,84.25
DeAndre Jordan,C,12.30,,3.27,26.0,30.5,8,2008.0,7.5,,,83.0,113.5,250.0,90.0
Sasha Kaun,C-PF,12.06,,3.20,29.0,32.0,13,2008.0,9.6,,,82.75,110.0,247.0,88.0
Marcelus Kemp,SG,11.79,,3.39,26.0,30.0,9,2008.0,9.0,,,76.25,103.5,221.0,80.5
Maarty Leunen,SF,11.57,,3.36,29.5,34.5,14,2008.0,8.9,,,80.5,102.5,222.0,80.0
Longar Longar,C,,,,,,14,2008.0,10.6,,,82.0,109.5,212.5,85.25
Brook Lopez,C,12.77,,3.57,27.5,30.5,7,2008.0,6.3,,,84.5,113.0,258.0,89.5
Kevin Love,PF,11.17,,3.22,29.5,35.0,18,2008.0,12.9,,,81.5,106.0,255.0,83.25
Aleks Maric,C,11.76,,3.35,23.0,28.0,15,2008.0,10.1,,,82.75,109.5,273.0,85.0
O.J. Mayo,SG-PG,11.04,,3.14,30.5,41.0,7,2008.0,6.3,,,76.25,99.5,200.0,78.0
James Mays,PF,11.23,,3.19,29.5,35.0,13,2008.0,8.8,,,79.75,105.0,227.0,85.75
Luc Mbah a Moute,SF,11.71,,3.17,32.0,38.5,11,2008.0,7.0,,,79.5,103.5,221.0,86.5
JaVale McGee,C-PF,12.75,,3.25,27.0,32.5,7,2008.0,5.3,,,84.0,114.5,241.0,90.0
Drew Neitzel,PG,11.19,,3.20,25.5,32.0,10,2008.0,6.2,,,72.75,95.0,175.5,74.5
DeMarcus Nelson,PG-SG,10.54,,3.13,34.5,38.5,19,2008.0,4.5,,,74.25,98.5,198.0,82.0
David Padgett,C-PF,12.45,,3.45,24.0,28.0,17,2008.0,9.0,,,83.5,109.5,239.5,85.0
Jeremy Pargo,PG,10.65,,3.07,32.0,37.0,7,2008.0,7.6,,,73.5,96.0,208.0,77.0
Trent Plaisted,PF,11.32,,3.17,30.5,35.5,14,2008.0,11.0,,,82.25,105.5,240.0,82.5
Quan Prowell,SF-PF,11.79,,3.14,32.0,36.0,16,2008.0,6.5,,,79.75,103.5,225.5,82.5
Shaun Pruitt,C-PF,11.30,,3.40,27.0,32.5,10,2008.0,13.8,,,81.0,107.5,242.2,85.0
Anthony Randolph,PF-SF,11.86,,3.26,29.0,35.0,7,2008.0,4.7,,,82.25,109.0,197.0,87.0
Charles Rhodes,PF,11.51,,3.13,26.5,33.5,14,2008.0,10.7,,,80.25,107.5,244.0,83.25
John Riek,C,,,,,,,2008.0,11.0,,,84.0,,237.0,92.75
Brian Roberts,PG,10.65,,3.05,31.5,36.5,10,2008.0,3.6,,,73.25,95.0,173.0,73.25
Russell Robinson,PG,11.30,,3.15,25.0,31.5,8,2008.0,7.4,,,73.5,100.5,196.0,80.0
Richard Roby,SG-SF,,,,,,,2008.0,9.2,,,77.5,104.0,203.0,81.75
Derrick Rose,PG,11.69,,3.05,34.5,40.0,10,2008.0,4.6,,,74.5,98.5,196.0,80.0
Sean Singletary,PG,,,,26.0,,18,2008.0,4.2,,,72.0,95.0,183.8,76.5
Ronald Steele,PG,11.08,,3.26,25.0,29.5,5,2008.0,8.1,,,73.5,97.5,183.5,76.25
Bryce Taylor,SG,11.08,,3.19,34.5,41.0,16,2008.0,8.3,,,76.25,99.5,210.0,81.0
Mike Taylor,SG-PG,10.98,,3.08,31.0,39.0,2,2008.0,3.8,,,74.0,98.0,166.2,79.25
Mark Tyndale,SG-SF,12.52,,3.14,27.0,33.5,5,2008.0,6.7,,,75.5,103.5,217.0,83.0
Robert Vaden,SG,11.97,,3.40,26.0,29.5,10,2008.0,6.2,,,76.5,101.0,199.0,80.0
Deron Washington,SF,11.03,,3.09,34.0,40.0,7,2008.0,7.2,,,78.25,102.5,198.5,81.0
Sonny Weems,SG-SF,10.58,,2.96,29.0,36.5,12,2008.0,4.4,,,77.5,104.0,193.0,82.0
Russell Westbrook,PG,10.98,,3.08,30.0,36.5,12,2008.0,4.8,,,75.5,100.0,192.0,79.75
Reggie Williams,SG,11.32,,3.07,31.5,36.5,15,2008.0,5.3,,,76.0,103.0,199.0,81.25
Jeff Adrien,PF,11.34,,3.32,27.5,31.5,16,2009.0,7.9,,,78.5,107.5,236.2,86.0
Jeff Ayres,PF,11.98,,3.14,31.0,35.0,15,2009.0,5.5,,,82.0,107.0,239.6,85.0
Rodrigue Beaubois,PG,10.49,,3.15,29.5,39.0,3,2009.0,7.9,,,74.25,100.0,182.4,81.75
DeJuan Blair,PF,11.50,,3.45,26.0,33.0,18,2009.0,12.0,,,78.5,106.5,276.6,86.0
Derrick Brown,SF-PF,11.26,,3.13,30.5,35.5,20,2009.0,8.6,,,80.5,107.5,224.6,86.5
Chase Budinger,SF-SG,11.08,,3.24,29.5,38.5,10,2009.0,10.0,,,79.0,101.0,206.4,79.0
DeMarre Carroll,PF-SF,,,,,,,2009.0,6.3,,,79.75,105.0,207.2,82.0
Omri Casspi,SF,11.15,,3.28,25.5,32.5,2,2009.0,8.6,,,81.25,106.5,211.2,81.25
Dionte Christmas,SG,10.83,,3.21,27.0,33.5,3,2009.0,7.1,,,77.5,102.5,210.8,81.0
Earl Clark,SF-PF,11.17,,3.35,28.5,33.0,5,2009.0,5.2,,,82.25,109.5,228.4,86.5
Darren Collison,PG,10.45,,3.10,30.5,33.5,9,2009.0,5.7,,,73.5,96.5,166.2,75.0
Dante Cunningham,PF,11.18,,3.26,28.0,35.0,18,2009.0,4.8,,,80.25,106.5,227.4,83.0
Stephen Curry,PG-SG,11.07,,3.28,29.5,35.5,10,2009.0,5.7,,,75.25,97.0,181.0,75.5
Austin Daye,SF-PF,12.11,,3.55,25.0,28.0,0,2009.0,5.5,,,82.75,110.0,191.8,86.75
DeMar DeRozan,SG-SF,11.88,,3.31,29.0,38.5,5,2009.0,4.9,,,78.5,102.5,211.2,81.0
Toney Douglas,PG,10.63,,3.03,28.0,32.5,15,2009.0,5.2,,,74.0,97.5,183.4,78.0
Wayne Ellington,SG,11.14,,3.20,31.5,38.0,13,2009.0,5.5,,,77.25,100.0,202.4,78.5
Tyreke Evans,PG-SG,11.81,,3.17,28.5,34.0,7,2009.0,7.1,,,77.25,104.0,220.6,83.25
Jonny Flynn,PG,10.86,,3.23,33.0,40.0,10,2009.0,6.3,,,72.75,95.5,195.6,76.0
Taj Gibson,PF,11.56,,3.41,25.5,30.0,12,2009.0,6.6,,,81.75,109.0,214.4,88.0
Danny Green,SG-SF,11.30,,3.30,29.0,33.0,15,2009.0,5.6,,,78.5,103.0,208.0,82.0
Blake Griffin,PF,10.95,,3.28,32.0,35.5,22,2009.0,8.2,,,82.0,105.0,248.4,83.25
Tyler Hansbrough,PF,11.12,,3.27,27.5,34.0,18,2009.0,8.5,,,81.5,106.0,234.2,83.5
James Harden,SG,11.10,,3.13,31.5,37.0,17,2009.0,10.1,,,77.25,103.5,222.0,82.75
Gerald Henderson,SG-SF,11.17,,3.14,31.5,35.0,8,2009.0,4.4,,,77.0,102.5,214.6,82.25
Josh Heytvelt,PF-C,11.67,,3.38,28.5,34.0,15,2009.0,10.8,,,83.0,108.0,246.2,85.25
Jordan Hill,PF-C,12.23,,3.30,31.0,35.0,11,2009.0,6.0,,,82.25,108.0,232.4,85.5
Jrue Holiday,PG-SG,10.64,,3.21,28.5,34.0,6,2009.0,6.3,,,76.25,100.5,199.0,79.0
Joe Ingles,SF,10.66,,3.30,26.0,31.0,3,2009.0,10.1,,,80.25,105.0,209.2,82.25
James Johnson,SF-PF,11.21,,3.23,30.5,35.0,18,2009.0,12.0,,,79.75,105.5,257.2,84.75
Ty Lawson,PG,10.98,,3.12,29.0,36.5,14,2009.0,6.6,,,72.5,94.5,196.6,72.75
Eric Maynor,PG,10.78,,3.19,28.5,31.5,8,2009.0,5.4,,,75.25,97.0,163.6,74.5
Jack McClinton,SG-PG,10.44,,3.21,30.0,36.5,13,2009.0,6.2,,,72.75,96.0,185.2,74.5
Jerel McNeal,SG,10.61,,3.25,31.5,36.5,10,2009.0,5.4,,,75.0,99.5,190.4,79.25
Jodie Meeks,SG,10.96,,3.10,28.5,37.0,14,2009.0,8.0,,,76.0,98.0,211.4,76.5
Patty Mills,PG,10.87,,3.10,27.5,33.0,8,2009.0,6.9,,,72.5,95.0,175.4,74.0
Byron Mullens,C,11.10,,3.45,28.5,32.5,10,2009.0,8.5,,,85.25,111.0,258.2,85.5
A.J. Price,PG,10.99,,3.22,26.0,31.0,11,2009.0,12.4,,,74.0,97.0,192.8,75.75
Tyler Smith,SF,10.69,,3.24,29.0,33.5,10,2009.0,7.0,,,78.0,104.5,212.0,81.75
DaJuan Summers,SF,10.94,,3.17,29.5,34.5,15,2009.0,6.6,,,80.5,106.5,243.0,84.75
Jermaine Taylor,SG,11.54,,3.32,34.0,37.5,16,2009.0,5.8,,,76.75,101.0,207.4,80.75
Jeff Teague,PG,11.05,,3.18,30.5,36.5,13,2009.0,4.5,,,73.5,98.5,175.2,79.5
Hasheem Thabeet,C,,,,,,,2009.0,6.7,,,86.5,113.0,267.2,90.25
Marcus Thornton,SG,10.73,,3.28,31.0,33.0,14,2009.0,4.8,,,75.75,99.0,194.4,77.0
Terrence Williams,SG-SF,11.15,,3.18,30.5,37.0,9,2009.0,5.1,,,78.25,103.5,213.2,81.0
Sam Young,SF-SG,11.47,,3.45,27.5,33.0,,2009.0,4.9,,,78.75,105.5,222.8,82.75
Solomon Alabi,C,13.20,,3.68,22.5,26.0,10,2010.0,5.0,9.25,9.25,84.75,113.0,237.4,89.0
Cole Aldrich,C,11.48,,3.35,23.0,28.0,10,2010.0,8.5,9.0,9.25,83.25,111.5,236.0,88.75
Al-Farouq Aminu,SF,11.29,,3.30,27.0,33.5,13,2010.0,8.2,9.5,9.5,80.5,108.5,216.0,87.25
James Anderson,SF,11.86,,3.19,30.0,35.5,14,2010.0,7.9,8.5,7.25,77.75,104.0,207.6,80.5
Luke Babbitt,SF-PF,10.98,,3.40,29.5,37.5,15,2010.0,5.6,8.5,10.0,80.75,104.5,217.8,83.25
Eric Bledsoe,PG,,,,,,9,2010.0,5.6,8.5,9.75,73.5,98.0,191.6,79.5
Trevor Booker,PF,11.15,,3.10,31.0,36.0,22,2010.0,7.3,9.0,9.5,79.5,106.0,235.8,81.75
