year,player,affiliation,overall_pick,position,lane_agility,shuttle_run,sprint,standing_leap,max_leap,bench_press,body_fat,hand_length,hand_width,height_no_shoes,height_shoes,reach,weight,wingspan,assist_percentage,assists,block_percentage,blocks,box_plus_minus,conference,defensive_rebound_percentage,defensive_rebounds,effective_field_goal_percentage,field_goal_attempts,field_goals,free_throw_attempt_rate,free_throw_attempt,free_throw_percentage,free_throws,minutes_played,offensive_rebound_percentage,offensive_rebounds,personal_fouls,points,steal_percentage,steals,three_point_attempt_rate,three_point_attempts,three_point_percentage,three_pointers,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,two_point_attempts,two_point_percentage,two_pointers,usage_percentage,win_shares,player_id,classification
2011,DeAndre Liggins,Kentucky,53,F,11.46,3.1,3.33,27.0,31.0,6.0,5.0,8.75,10.0,77.0,78.25,103.5,202.2,83.0,14.2,96,2.3,28,7.2,sec,11.8,131.0,0.49200000000000005,264,112,0.39799999999999996,105,0.648,68,1201.0,2.2,22.0,94.0,328,2.3,46,0.348,92,0.391,36,7.2,153,0.523,14.9,55.0,172,0.442,76,15.8,3.9,deandre-liggins-1,Exclude
2016,DeAndre' Bembry,Saint Joseph's,21,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,24.1,161,2.5,30,9.1,atlantic-10,17.9,228.0,0.513,497,238,0.358,178,0.657,117,1341.0,4.3,51.0,88.0,627,2.2,51,0.258,128,0.266,34,11.3,279,0.539,11.2,73.0,369,0.5529999999999999,204,24.4,5.8,deandre-bembry-1,Exclude
2009,DeJuan Blair,Pittsburgh,37,F,11.5,3.1,3.45,26.0,33.0,18.0,12.0,8.95,9.59,77.25,78.5,106.5,276.6,86.0,9.1,42,2.8,34,,big-east,,237.0,0.593,381,226,0.425,162,0.605,98,955.0,,195.0,95.0,550,,54,0.0,0,,0,25.7,432,0.601,8.8,44.0,381,0.593,226,25.7,8.2,dejuan-blair-1,Role Player
2009,DeMar DeRozan,Southern California,9,G,11.88,3.04,3.31,29.0,38.5,5.0,4.9,8.46,9.1,77.5,78.5,102.5,211.2,81.0,,51,,13,,pac-10,,117.0,0.531,367,192,0.401,147,0.6459999999999999,95,1168.0,,84.0,73.0,485,,31,0.098,36,0.16699999999999998,6,,201,0.555,14.3,73.0,331,0.562,186,,4.1,demar-derozan-1,Role Player
2010,DeMarcus Cousins,Kentucky,5,C,11.4,3.1,3.55,23.5,27.5,10.79,16.4,9.25,10.0,81.5,82.75,113.0,291.8,89.75,9.2,38,7.5,67,,sec,24.8,220.0,0.56,369,206,0.726,268,0.604,162,893.0,19.8,154.0,122.0,575,2.4,37,0.016,6,0.16699999999999998,1,22.5,374,0.579,13.6,78.0,363,0.565,205,30.5,6.5,demarcus-cousins-1,Starter
2009,DeMarre Carroll,Missouri,27,F,11.46,3.1,3.3,29.41,34.23,11.36,6.3,8.95,9.59,78.25,79.75,105.0,207.2,82.0,15.2,82,1.8,25,,big-12,,181.0,0.5760000000000001,441,246,0.433,191,0.634,121,1064.0,,92.0,84.0,629,,59,0.1,44,0.364,16,13.9,273,0.591,9.5,56.0,397,0.579,230,25.9,7.2,demarre-carroll-1,Exclude
2018,Deandre Ayton,Arizona,1,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,10.2,57,6.1,66,10.9,pac-12,28.2,287.0,0.625,451,276,0.424,191,0.733,140,1172.0,13.5,118.0,81.0,704,1.0,20,0.078,35,0.34299999999999997,12,21.4,405,0.65,11.3,69.0,416,0.635,264,26.6,7.6,deandre-ayton-1,Exclude
2016,Dejounte Murray,Washington,29,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,25.6,151,0.8,10,4.3,pac-12,13.7,155.0,0.451,486,202,0.342,166,0.6629999999999999,110,1139.0,4.1,48.0,90.0,548,2.8,62,0.243,118,0.28800000000000003,34,8.8,203,0.485,16.3,110.0,368,0.457,168,25.9,2.8,dejounte-murray-1,Exclude
2015,Delon Wright,Utah,20,G,11.16,3.5,3.29,29.5,31.0,4.0,6.6,8.0,8.5,76.25,77.5,101.5,181.4,79.5,33.0,178,3.2,34,16.2,pac-12,13.7,139.0,0.5489999999999999,324,165,0.565,183,0.836,153,1165.0,4.0,34.0,49.0,509,4.0,73,0.225,73,0.35600000000000004,26,9.3,173,0.619,14.2,68.0,251,0.5539999999999999,139,22.8,8.4,delon-wright-1,Starter
2004,Delonte West,Saint Joseph's,24,G,11.2,3.04,3.15,30.0,35.0,12.0,6.7,8.46,9.1,73.5,74.75,99.5,183.0,78.0,,151,,6,,atlantic-10,,134.0,0.5770000000000001,416,212,0.33399999999999996,139,0.892,124,1073.0,,38.0,60.0,604,,55,0.327,136,0.41200000000000003,56,,172,0.627,14.5,82.0,280,0.557,156,,7.0,delonte-west-1,Starter
2007,Demetris Nichols,Syracuse,53,F,10.39,3.1,3.38,28.5,32.5,16.0,6.2,8.95,9.59,78.0,79.5,105.0,211.0,84.25,9.7,54,1.9,37,,big-east,,140.0,0.547,503,225,0.264,133,0.85,113,1217.0,,50.0,73.0,663,,49,0.47700000000000004,240,0.41700000000000004,100,7.9,190,0.586,12.0,77.0,263,0.475,125,25.0,5.9,demetris-nichols-1,Exclude
2016,Demetrius Jackson,Notre Dame,45,G,10.81,2.87,3.25,37.5,43.5,8.78,6.5,8.25,9.0,72.0,73.25,93.0,193.8,77.5,25.1,164,0.8,10,6.7,acc,8.0,90.0,0.514,428,193,0.325,139,0.813,113,1259.0,3.0,31.0,68.0,553,2.1,43,0.381,163,0.331,54,5.6,121,0.56,13.3,76.0,265,0.525,139,24.1,4.4,demetrius-jackson-2,Exclude
2017,Dennis Smith Jr.,North Carolina State,9,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,34.2,197,1.2,14,7.3,acc,11.5,120.0,0.52,420,191,0.47600000000000003,200,0.715,143,1114.0,2.7,26.0,67.0,580,3.1,62,0.364,153,0.359,55,7.3,146,0.563,17.3,108.0,267,0.509,136,27.2,4.0,dennis-smithjr-1,Exclude
2016,Denzel Valentine,Michigan State,14,G,10.51,3.22,3.46,27.0,32.0,8.78,9.2,8.5,9.75,76.0,77.75,102.0,210.4,82.75,45.8,241,0.7,7,16.5,big-ten,21.2,208.0,0.579,444,205,0.214,95,0.853,81,1022.0,3.0,25.0,52.0,595,1.9,32,0.527,234,0.444,104,12.8,233,0.608,14.8,85.0,210,0.48100000000000004,101,28.4,7.3,denzel-valentine-1,Exclude
2000,DerMarr Johnson,Cincinnati,6,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,,45,,30,,cusa,,,0.5670000000000001,293,140,0.324,95,0.737,70,879.0,,,64.0,402,,31,0.478,140,0.371,52,,123,0.594,12.0,46.0,153,0.575,88,,4.8,dermarr-johnson-1,Role Player
2005,Deron Williams,Illinois,3,G,10.83,3.04,3.25,30.0,35.0,15.0,6.39,8.46,9.1,73.75,74.75,98.0,202.4,78.25,35.8,264,0.5,8,,big-ten,,128.0,0.516,411,178,0.23399999999999999,96,0.677,65,1315.0,,14.0,80.0,489,,38,0.455,187,0.364,68,6.6,142,0.535,19.3,109.0,224,0.491,110,22.5,4.6,deron-williams-1,All-Star
2009,Derrick Brown,Xavier,40,F,11.26,3.1,3.13,30.5,35.5,20.0,8.6,8.95,9.59,79.5,80.5,107.5,224.6,86.5,,68,,30,,atlantic-10,,130.0,0.562,337,170,0.401,135,0.741,100,1033.0,,82.0,87.0,479,,25,0.267,90,0.433,39,,212,0.597,13.2,61.0,247,0.53,131,,5.6,derrick-brown-1,Role Player
2007,Derrick Byars,Vanderbilt,42,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,,116,,4,,sec,,113.0,0.544,451,206,0.268,121,0.711,86,1068.0,,52.0,81.0,577,,48,0.47,212,0.373,79,,165,0.5670000000000001,13.6,80.0,239,0.531,127,,4.2,derrick-byars-1,Exclude
2010,Derrick Caracter,Texas-El Paso,58,F,12.78,3.1,3.61,25.0,30.5,22.0,12.8,9.0,10.25,80.25,81.5,107.5,280.0,84.25,9.0,30,3.6,23,,cusa,21.7,146.0,0.575,261,148,0.456,119,0.672,80,720.0,12.0,72.0,82.0,380,2.1,26,0.057,15,0.267,4,17.1,218,0.598,19.5,77.0,246,0.585,144,27.4,3.4,derrick-caracter-1,Exclude
2010,Derrick Favors,Georgia Tech,3,F,11.74,3.1,3.25,31.5,35.5,14.0,6.5,8.75,9.25,80.75,82.25,110.0,245.2,88.0,7.9,37,7.9,74,,acc,19.9,195.0,0.611,293,179,0.488,143,0.629,90,989.0,12.6,108.0,94.0,448,1.8,32,0.003,1,0.0,0,16.5,303,0.621,20.0,90.0,292,0.613,179,21.8,4.8,derrick-favors-1,Starter
2008,Derrick Rose,Memphis,1,G,11.69,3.04,3.05,34.5,40.0,10.0,4.6,8.46,9.1,73.5,74.5,98.5,196.0,80.0,30.4,189,0.9,15,,cusa,,127.0,0.517,436,208,0.47,205,0.7120000000000001,146,1168.0,,54.0,68.0,597,,48,0.239,104,0.337,35,8.3,181,0.56,16.7,107.0,332,0.521,173,26.0,6.6,derrick-rose-1,All-Star
2017,Derrick White,Colorado,29,G,10.84,2.92,3.08,31.0,36.5,10.0,6.2,8.25,8.5,75.25,76.5,101.5,189.8,79.5,28.6,148,4.9,49,11.8,pac-12,10.5,104.0,0.578,404,205,0.45,182,0.813,148,1116.0,3.5,35.0,72.0,615,2.2,42,0.35600000000000004,144,0.396,57,7.0,139,0.627,14.2,81.0,260,0.569,148,25.3,5.9,derrick-white-1,Exclude
2011,Derrick Williams,Arizona,2,F,11.03,3.1,3.23,29.0,34.5,19.0,10.8,9.0,9.75,79.25,80.75,108.0,248.4,85.5,8.7,43,2.3,26,11.8,pac-10,21.9,209.0,0.65,380,226,0.871,331,0.746,247,1141.0,11.8,105.0,106.0,741,1.9,37,0.195,74,0.568,42,17.0,314,0.69,15.7,100.0,306,0.601,184,28.9,7.9,derrick-williams-2,Role Player
2003,Derrick Zimmerman,Mississippi State,40,G,11.09,3.04,3.1,34.0,40.5,13.0,5.3,8.46,9.1,73.0,76.12,96.25,190.0,81.0,,171,,26,,sec,,105.0,0.512,208,99,0.466,97,0.649,63,1024.0,,25.0,64.0,276,,58,0.25,52,0.28800000000000003,15,,130,0.5429999999999999,29.2,105.0,156,0.5379999999999999,84,,4.5,derrick-zimmerman-1,Exclude
2000,Desmond Mason,Oklahoma State,17,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,,52,,33,,big-12,,,0.574,423,211,0.385,163,0.767,125,1202.0,,,69.0,611,,41,0.35200000000000004,149,0.43,64,,225,0.61,10.7,60.0,274,0.536,147,,7.5,desmond-mason-1,Role Player
2015,Devin Booker,Kentucky,13,G,10.27,2.75,3.28,27.5,34.5,8.0,8.3,8.75,9.0,76.5,77.75,102.5,205.8,80.25,10.9,42,0.3,2,8.9,sec,7.8,59.0,0.5710000000000001,287,135,0.223,64,0.828,53,816.0,2.6,17.0,58.0,381,1.3,17,0.491,141,0.41100000000000003,58,5.4,76,0.6,10.4,37.0,146,0.527,77,22.8,4.5,devin-booker-2,Starter
2010,Devin Ebanks,West Virginia,43,F,11.69,3.1,3.44,23.5,32.0,6.0,7.9,8.25,9.0,79.0,80.25,107.5,207.8,84.25,14.7,83,2.2,23,,big-east,18.0,176.0,0.462,315,144,0.483,152,0.77,117,1161.0,9.5,99.0,54.0,408,1.9,36,0.095,30,0.1,3,13.6,275,0.527,16.2,75.0,285,0.495,141,20.1,4.6,devin-ebanks-1,Exclude
2004,Devin Harris,Wisconsin,5,G,11.03,3.04,3.19,30.5,37.0,5.0,5.3,8.46,9.1,73.75,75.0,98.5,170.0,79.5,28.8,141,0.3,4,,big-ten,,119.0,0.55,412,189,0.524,216,0.792,171,1162.0,,20.0,62.0,624,,56,0.488,201,0.373,75,7.7,139,0.606,11.4,66.0,211,0.54,114,27.6,7.8,devin-harris-1,Starter
2018,Devonte' Graham,Kansas,34,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,31.4,282,0.1,2,8.4,big-12,9.6,133.0,0.51,498,199,0.406,202,0.8270000000000001,167,1474.0,2.0,24.0,56.0,675,2.4,62,0.544,271,0.406,110,6.0,157,0.568,15.5,109.0,227,0.392,89,23.9,6.7,devonte-graham-1,Exclude
2014,Devyn Marble,Iowa,56,G,11.32,3.08,3.28,29.0,35.0,8.78,6.9,8.25,8.5,77.0,78.5,102.0,192.4,81.0,23.6,118,0.8,7,8.5,big-ten,8.6,80.0,0.479,436,183,0.456,199,0.7140000000000001,142,995.0,2.9,26.0,64.0,560,3.5,60,0.342,149,0.349,52,5.9,106,0.528,9.7,57.0,287,0.456,131,28.4,4.6,roy-devyn-marble-1,Exclude
2010,Dexter Pittman,Texas,32,F,11.46,3.1,3.3,29.41,34.23,11.36,20.8,10.25,10.5,81.5,83.5,111.0,302.6,90.0,5.1,17,8.9,63,,big-12,15.3,98.0,0.654,214,140,0.631,135,0.556,75,648.0,16.6,101.0,90.0,355,1.0,12,0.0,0,,0,15.9,199,0.638,17.7,60.0,214,0.654,140,23.6,3.4,dexter-pittman-1,Exclude
2016,Deyonta Davis,Michigan State,31,F,11.46,3.1,3.3,29.41,34.23,11.36,9.7,9.0,9.25,81.25,82.5,108.5,237.2,86.5,7.5,26,10.2,64,10.8,big-ten,19.0,119.0,0.598,199,119,0.191,38,0.605,23,650.0,13.5,72.0,80.0,261,0.8,9,0.0,0,,0,16.5,191,0.601,12.1,30.0,199,0.598,119,19.2,3.3,deyonta-davis-1,Exclude
2016,Diamond Stone,Maryland,40,C,12.02,3.22,3.5,27.0,29.5,10.79,12.85,8.5,7.75,81.0,82.25,108.5,254.4,86.75,4.2,15,7.1,55,5.3,big-ten,14.5,111.0,0.568,294,167,0.456,134,0.7609999999999999,102,807.0,12.4,77.0,80.0,436,1.3,18,0.0,0,,0,13.6,188,0.61,12.9,53.0,294,0.568,167,26.7,4.1,diamond-stone-1,Exclude
2005,Dijon Thompson,California-Los Angeles,54,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,78.25,80.0,105.5,195.8,81.75,14.5,63,0.6,9,,pac-10,,170.0,0.53,386,183,0.35200000000000004,136,0.787,107,970.0,,52.0,61.0,516,,42,0.298,115,0.374,43,13.3,222,0.573,16.8,91.0,271,0.517,140,27.1,4.0,dijon-thompson-1,Exclude
2017,Dillon Brooks,Oregon,45,G,11.14,3.24,3.21,31.0,37.5,16.0,7.5,8.25,9.25,77.0,78.0,100.5,220.2,78.0,23.1,95,2.0,16,8.6,pac-12,9.7,78.0,0.556,422,206,0.299,126,0.754,95,886.0,4.8,35.0,97.0,564,2.5,38,0.336,142,0.401,57,7.4,113,0.585,13.0,72.0,280,0.532,149,31.6,4.7,dillon-brooks-1,Exclude
2012,Dion Waiters,Syracuse,4,G,11.11,3.04,3.22,30.1,36.1,8.78,8.5,8.5,9.5,74.5,76.0,98.0,221.0,79.25,21.2,92,1.5,12,9.8,big-east,8.8,67.0,0.534,357,170,0.331,118,0.7290000000000001,86,891.0,2.4,18.0,69.0,467,4.6,67,0.317,113,0.363,41,5.6,85,0.565,10.4,48.0,244,0.529,129,26.7,5.0,dion-waiters-1,Role Player
2016,Domantas Sabonis,Gonzaga,11,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,11.3,64,2.7,31,9.0,wcc,28.2,316.0,0.618,391,239,0.499,195,0.769,150,1149.0,11.7,110.0,115.0,633,1.1,22,0.036000000000000004,14,0.35700000000000004,5,20.7,426,0.654,16.0,92.0,377,0.621,234,25.6,7.5,domantas-sabonis-1,Starter
2007,Dominic McGuire,Fresno State,47,F,10.95,3.1,3.25,28.5,34.5,12.0,4.7,8.95,9.59,79.0,80.25,104.0,220.0,82.5,,104,,114,,wac,,244.0,0.502,325,153,0.557,181,0.586,106,1054.0,,70.0,91.0,432,,28,0.20600000000000002,67,0.299,20,,314,0.526,22.5,119.0,258,0.516,133,,5.8,dominic-mcguire-1,Role Player
2010,Dominique Jones,South Florida,25,G,10.88,3.04,3.31,26.0,32.5,19.0,5.9,9.0,10.25,75.25,77.0,101.0,216.0,81.25,24.4,120,1.6,19,,big-east,14.9,164.0,0.503,493,222,0.5720000000000001,282,0.741,209,1224.0,3.6,37.0,93.0,705,2.8,56,0.33899999999999997,167,0.311,52,9.4,201,0.562,13.4,97.0,326,0.521,170,30.8,6.2,dominique-jones-1,Exclude
2000,Donnell Harvey,Florida,22,F,11.23,3.1,3.3,33.0,32.5,15.0,7.79,8.95,9.59,79.25,80.81,105.5,220.0,84.5,,37,,31,,sec,,,0.507,284,144,0.496,141,0.61,86,746.0,,,101.0,374,,27,0.004,1,0.0,0,,258,0.5329999999999999,14.6,60.0,283,0.509,144,,4.0,donnell-harvey-1,Exclude
2017,Donovan Mitchell,Louisville,13,G,11.53,3.07,3.01,36.5,40.5,10.0,5.9,8.5,9.5,73.25,75.0,97.0,211.4,82.0,16.0,93,1.7,17,11.6,acc,12.9,128.0,0.498,444,181,0.243,108,0.8059999999999999,87,1098.0,3.7,37.0,88.0,529,3.7,70,0.509,226,0.354,80,8.3,165,0.534,10.2,56.0,218,0.46299999999999997,101,24.6,5.4,donovan-mitchell-1,Exclude
2018,Donte DiVincenzo,Villanova,17,G,10.72,3.12,3.11,34.5,42.0,12.0,5.0,8.25,9.0,75.5,76.5,97.5,200.6,78.0,20.0,139,0.7,8,9.6,big-east,13.9,144.0,0.59,391,188,0.27399999999999997,107,0.71,76,1170.0,4.9,46.0,83.0,537,2.0,42,0.542,212,0.401,85,9.6,190,0.608,15.2,79.0,179,0.575,103,22.4,5.5,donte-divincenzo-1,Exclude
2012,Doron Lamb,Kentucky,42,G,11.12,3.04,3.41,29.0,33.5,2.0,6.7,8.5,8.75,75.25,76.75,98.5,199.4,78.75,8.8,60,0.2,2,7.1,sec,8.2,93.0,0.5770000000000001,369,175,0.40399999999999997,149,0.826,123,1249.0,1.5,15.0,72.0,549,0.9,19,0.442,163,0.466,76,5.1,108,0.624,9.1,44.0,206,0.48100000000000004,99,19.7,6.2,doron-lamb-1,Exclude
2014,Doug McDermott,Creighton,11,F,11.1,3.15,3.29,28.5,36.5,11.36,7.1,8.75,9.75,78.25,79.75,103.0,218.0,81.25,11.5,55,0.5,5,8.2,big-east,17.8,187.0,0.603,627,330,0.32899999999999996,206,0.8640000000000001,178,1181.0,6.4,57.0,67.0,934,0.4,8,0.341,214,0.449,96,12.6,244,0.644,7.9,62.0,413,0.5670000000000001,234,36.2,7.7,doug-mcdermott-1,Role Player
2012,Draymond Green,Michigan State,35,F,11.01,3.1,3.4,28.0,33.0,9.0,11.3,9.0,9.5,77.75,79.5,105.0,235.6,85.25,24.2,141,3.3,35,12.7,big-ten,30.7,315.0,0.504,472,212,0.36700000000000005,173,0.723,125,1229.0,8.2,79.0,105.0,601,2.7,54,0.284,134,0.38799999999999996,52,19.8,394,0.542,16.8,112.0,338,0.473,160,28.2,7.1,draymond-green-1,All-Star
2002,Drew Gooden,Kansas,4,F,11.81,3.1,3.19,29.0,33.0,13.0,7.79,8.95,9.59,80.75,80.81,106.5,227.0,84.5,,73,,53,,big-12,,297.0,0.512,566,285,0.36,204,0.755,154,1119.0,,126.0,91.0,734,,65,0.064,36,0.278,10,,423,0.5539999999999999,14.0,108.0,530,0.519,275,,6.6,drew-gooden-1,Starter
2017,Dwayne Bacon,Florida State,40,G,11.7,3.22,3.22,30.0,36.5,8.0,7.9,8.75,10.0,76.75,78.25,103.5,221.6,82.0,11.6,61,0.4,4,4.3,acc,12.0,112.0,0.51,489,221,0.282,138,0.754,104,1008.0,4.0,35.0,55.0,603,1.9,35,0.35,171,0.33299999999999996,57,8.1,147,0.544,11.4,71.0,318,0.516,164,29.4,3.8,dwayne-bacon-1,Exclude
2014,Dwight Powell,Stanford,45,F,11.28,2.88,3.2,28.5,35.0,11.36,6.2,9.0,9.25,81.5,83.0,105.0,234.4,84.5,20.4,112,2.8,30,6.5,pac-12,17.3,177.0,0.475,379,175,0.557,211,0.687,145,1167.0,7.3,70.0,113.0,505,2.4,47,0.10300000000000001,39,0.256,10,12.5,247,0.527,17.8,104.0,340,0.485,165,26.0,3.8,dwight-powell-1,Starter
2003,Dwyane Wade,Marquette,5,G,10.56,3.04,3.08,31.5,35.0,9.0,6.7,8.46,9.1,75.75,76.12,102.0,212.0,82.75,,145,,43,,cusa,,149.0,0.515,501,251,0.49700000000000005,249,0.779,194,1058.0,,60.0,76.0,710,,71,0.08800000000000001,44,0.318,14,,209,0.573,14.7,107.0,457,0.519,237,,6.5,dwyane-wade-1,All-Star
2011,E'Twaun Moore,Purdue,55,G,11.12,3.04,3.31,32.0,34.5,8.78,7.6,9.0,10.0,74.5,76.0,99.5,191.4,81.5,20.9,108,1.6,18,10.5,big-ten,12.5,124.0,0.518,494,221,0.285,141,0.7090000000000001,100,1152.0,5.1,51.0,71.0,612,2.2,41,0.354,175,0.4,70,8.8,175,0.545,9.8,61.0,319,0.473,151,28.0,5.9,etwaun-moore-1,Role Player
2009,Earl Clark,Louisville,14,F,11.17,3.1,3.35,28.5,33.0,5.0,5.2,8.95,9.59,80.5,82.25,109.5,228.4,86.5,,119,,51,,big-east,,220.0,0.49200000000000005,442,202,0.314,139,0.647,90,1269.0,,102.0,71.0,525,,38,0.215,95,0.326,31,,322,0.517,19.0,119.0,347,0.493,171,,5.8,earl-clark-1,Role Player
2001,Earl Watson,California-Los Angeles,39,G,10.97,3.04,3.19,32.5,37.5,4.0,4.0,8.46,9.1,72.0,76.12,97.0,184.0,78.75,,166,,11,,pac-10,,74.0,0.547,349,172,0.401,140,0.636,89,1115.0,,43.0,100.0,471,,62,0.309,108,0.35200000000000004,38,,117,0.5670000000000001,20.6,108.0,241,0.556,134,,4.0,earl-watson-1,Starter
2010,Ed Davis,North Carolina,13,F,11.7,3.1,3.21,31.0,36.0,11.36,10.0,9.25,10.0,81.0,81.75,108.0,226.6,84.0,6.8,22,9.5,64,,acc,24.2,154.0,0.578,192,111,0.688,132,0.659,87,641.0,10.8,66.0,42.0,309,0.9,10,0.0,0,,0,17.6,220,0.607,15.3,46.0,192,0.578,111,21.5,3.1,ed-davis-1,Starter
2001,Eddie Griffin,Seton Hall,7,F,11.77,3.1,3.21,26.5,33.0,3.0,4.0,8.95,9.59,81.25,80.81,110.0,222.0,87.0,,49,,133,,big-east,,229.0,0.47200000000000003,480,206,0.22699999999999998,109,0.7340000000000001,80,979.0,,94.0,71.0,533,,26,0.267,128,0.32,41,,323,0.501,11.2,67.0,352,0.469,165,,4.6,eddie-griffin-1,Starter
2000,Eddie House,Arizona State,37,G,11.12,3.04,3.27,29.5,38.5,5.0,6.39,8.46,9.1,71.75,76.12,95.0,176.5,75.5,,111,,2,,pac-10,,,0.48100000000000004,623,263,0.263,164,0.835,137,1189.0,,,66.0,736,,74,0.321,200,0.365,73,,175,0.525,9.3,72.0,423,0.449,190,,4.5,eddie-house-1,Role Player
2017,Edmond Sumner,Xavier,52,G,11.11,3.04,3.22,30.1,36.1,8.78,8.3,8.25,9.0,76.0,77.75,102.5,176.4,81.0,30.2,105,2.7,16,7.9,big-east,13.7,80.0,0.507,211,101,0.645,136,0.735,100,696.0,1.8,11.0,51.0,314,2.3,27,0.209,44,0.273,12,7.6,91,0.57,17.4,58.0,167,0.5329999999999999,89,24.0,2.7,edmond-sumner-1,Exclude
2010,Ekpe Udoh,Baylor,6,F,11.15,3.1,3.29,31.0,33.5,10.0,8.0,9.5,8.75,80.75,81.75,106.5,237.4,88.5,14.4,97,11.0,133,,big-12,17.7,222.0,0.499,390,191,0.415,162,0.685,111,1264.0,12.9,129.0,87.0,500,1.4,29,0.067,26,0.26899999999999996,7,15.6,351,0.535,15.7,87.0,364,0.505,184,22.1,6.1,ekpe-udoh-1,Role Player
2014,Elfrid Payton,Louisiana-Lafayette,10,G,11.06,2.92,3.23,31.5,35.5,8.78,5.65,8.75,9.0,74.5,75.75,98.5,185.4,80.0,32.9,208,1.7,21,6.8,sun-belt,11.7,129.0,0.524,466,237,0.648,302,0.609,184,1258.0,7.1,81.0,83.0,672,3.6,80,0.11599999999999999,54,0.259,14,9.4,210,0.551,17.2,127.0,412,0.541,223,27.6,5.6,elfrid-payton-1,Starter
2010,Elliot Williams,Memphis,22,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,24.0,128,0.4,4,,cusa,11.3,110.0,0.536,388,178,0.66,256,0.758,194,1133.0,2.7,25.0,69.0,610,2.4,45,0.423,164,0.366,60,7.1,135,0.599,16.4,100.0,224,0.527,118,27.7,5.6,elliot-williams-1,Exclude
2004,Emeka Okafor,Connecticut,2,C,12.32,3.1,3.15,31.5,34.0,22.0,5.3,9.12,9.86,80.75,82.0,110.5,257.0,88.0,6.0,36,7.9,147,,big-east,,277.0,0.599,436,261,0.5,218,0.518,113,1166.0,,138.0,85.0,635,,36,0.0,0,,0,17.9,415,0.588,13.5,84.0,436,0.599,261,25.1,9.9,emeka-okafor-1,Starter
2010,Eric Bledsoe,Kentucky,18,G,11.11,3.04,3.22,30.1,36.1,9.0,5.6,8.5,9.75,72.25,73.5,98.0,191.6,79.5,16.8,107,1.1,12,,sec,8.5,95.0,0.54,312,144,0.39399999999999996,123,0.667,82,1122.0,1.9,19.0,82.0,419,2.6,52,0.41,128,0.38299999999999995,49,5.5,114,0.5660000000000001,23.2,112.0,184,0.516,95,20.4,3.5,eric-bledsoe-1,Starter
2008,Eric Gordon,Indiana,7,G,10.81,3.04,3.01,32.0,40.0,15.0,8.2,8.46,9.1,74.0,75.25,99.0,222.0,81.0,15.2,78,1.3,20,,big-ten,,81.0,0.515,425,184,0.652,277,0.8340000000000001,231,1110.0,,23.0,69.0,669,,42,0.489,208,0.337,70,5.5,104,0.601,17.1,115.0,217,0.525,114,30.8,6.0,eric-gordon-1,Starter
2009,Eric Maynor,Virginia Commonwealth,20,G,10.78,3.04,3.19,28.5,31.5,8.0,5.4,8.46,9.1,74.25,75.25,97.0,163.6,74.5,,210,,6,,colonial,,106.0,0.524,536,248,0.45299999999999996,243,0.815,198,1206.0,,16.0,82.0,760,,58,0.341,183,0.361,66,,122,0.583,13.4,101.0,353,0.516,182,,6.9,eric-maynor-1,Role Player
2000,Erick Barkley,St. John's (NY),28,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,,127,,8,,big-east,,,0.46,400,159,0.305,122,0.664,81,1033.0,,,64.0,449,,84,0.4,160,0.313,50,,84,0.49,12.9,68.0,240,0.45399999999999996,109,,1.7,erick-barkley-1,Exclude
2013,Erick Green,Virginia Tech,46,G,11.11,3.04,3.22,30.1,36.1,5.0,4.35,8.5,9.0,73.5,75.0,98.0,178.2,77.75,27.0,121,0.6,6,9.5,acc,11.6,112.0,0.53,550,261,0.485,267,0.816,218,1166.0,1.4,15.0,44.0,801,2.1,42,0.285,157,0.389,61,6.3,127,0.5920000000000001,9.3,69.0,393,0.509,200,32.4,6.5,erick-green-1,Exclude
