year,player,affiliation,overall_pick,position,lane_agility,shuttle_run,sprint,standing_leap,max_leap,bench_press,body_fat,hand_length,hand_width,height_no_shoes,height_shoes,reach,weight,wingspan,assist_percentage,assists,block_percentage,blocks,box_plus_minus,conference,defensive_rebound_percentage,defensive_rebounds,effective_field_goal_percentage,field_goal_attempts,field_goals,free_throw_attempt_rate,free_throw_attempt,free_throw_percentage,free_throws,minutes_played,offensive_rebound_percentage,offensive_rebounds,personal_fouls,points,steal_percentage,steals,three_point_attempt_rate,three_point_attempts,three_point_percentage,three_pointers,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,two_point_attempts,two_point_percentage,two_pointers,usage_percentage,win_shares,player_id,classification
2006,Brandon Roy,Washington,6,G,11.13,3.04,3.27,34.0,40.5,6.0,7.6,8.46,9.1,77.25,78.25,101.0,207.0,80.0,25.1,135,1.8,26,,pac-10,,117.0,0.551,449,228,0.47,211,0.81,171,1046.0,,69.0,81.0,666,,46,0.21600000000000003,97,0.402,39,10.5,186,0.606,12.0,75.0,352,0.537,189,27.5,7.0,brandon-roy-1,All-Star
2008,Brandon Rush,Kansas,13,G,11.33,3.04,3.31,32.5,35.0,0.0,6.39,8.46,9.1,77.0,78.5,104.5,211.4,83.25,,81,,32,,big-12,,138.0,0.531,414,180,0.20800000000000002,86,0.779,67,1127.0,,57.0,60.0,507,,32,0.461,191,0.419,80,,195,0.557,13.2,69.0,223,0.44799999999999995,100,,5.1,brandon-rush-1,Starter
2001,Brendan Haywood,North Carolina,20,C,12.87,3.1,3.5,27.0,28.5,17.0,12.9,9.12,9.86,83.75,83.73,113.5,266.0,90.5,,42,,120,,acc,,137.0,0.5920000000000001,262,155,0.7020000000000001,184,0.516,95,901.0,,105.0,97.0,405,,18,0.0,0,,0,,242,0.58,15.9,66.0,262,0.5920000000000001,155,,5.4,brendan-haywood-1,Role Player
2000,Brian Cardinal,Purdue,44,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,,71,,10,,big-ten,,,0.474,333,137,0.508,169,0.769,130,943.0,,,86.0,446,,65,0.37200000000000005,124,0.33899999999999997,42,,203,0.54,15.2,74.0,209,0.455,95,,4.4,brian-cardinal-1,Starter
2003,Brian Cook,Illinois,24,F,11.87,3.1,3.45,25.0,29.0,6.0,10.5,8.95,9.59,81.5,80.81,109.0,234.0,86.0,14.0,60,1.0,13,,big-ten,,183.0,0.511,422,202,0.486,205,0.82,168,940.0,,44.0,88.0,599,,20,0.21100000000000002,89,0.303,27,14.2,227,0.5770000000000001,13.8,83.0,333,0.526,175,32.8,5.6,brian-cook-1,Role Player
2001,Brian Scalabrine,Southern California,34,F,11.75,3.1,3.47,27.0,30.5,14.0,13.6,8.95,9.59,80.75,80.81,105.5,241.0,81.75,,96,,31,,pac-10,,132.0,0.506,362,173,0.45899999999999996,166,0.8009999999999999,133,1116.0,,70.0,89.0,499,,30,0.182,66,0.303,20,,202,0.5660000000000001,19.1,104.0,296,0.517,153,,4.3,brian-scalabrine-1,Role Player
2016,Brice Johnson,North Carolina,25,F,11.88,2.94,3.2,33.5,38.0,11.36,7.5,9.0,8.25,81.0,82.5,106.5,208.6,84.5,,58,,59,,acc,,301.0,0.614,435,267,0.423,184,0.7829999999999999,144,1121.0,,115.0,106.0,678,,43,0.0,0,,0,,416,0.649,,71.0,435,0.614,267,,,brice-johnson-1,Exclude
2008,Brook Lopez,Stanford,10,C,12.77,3.1,3.57,27.5,30.5,7.0,6.3,9.12,9.86,83.25,84.5,113.0,258.0,89.5,11.3,37,4.9,56,,pac-10,,144.0,0.46799999999999997,393,184,0.494,194,0.789,153,831.0,,77.0,66.0,521,,16,0.015,6,0.0,0,15.3,221,0.537,10.7,58.0,387,0.475,184,33.7,5.4,brook-lopez-1,Starter
2018,Bruce Brown,Miami (FL),42,G,11.11,3.44,3.2,32.5,38.0,17.0,3.75,8.5,8.5,75.5,77.0,98.5,194.6,81.0,21.3,76,2.5,15,6.6,acc,20.0,110.0,0.457,188,78,0.37200000000000005,70,0.629,44,640.0,4.6,25.0,43.0,216,2.3,25,0.319,60,0.267,16,12.4,135,0.488,16.3,43.0,128,0.484,62,21.2,1.9,bruce-brown-2,Exclude
2016,Buddy Hield,Oklahoma,6,G,11.11,3.04,3.22,30.1,36.1,8.78,6.1,8.5,9.0,75.75,77.0,101.0,212.4,81.25,12.7,75,1.4,18,11.5,big-12,13.0,166.0,0.623,601,301,0.33299999999999996,200,0.88,176,1309.0,4.0,46.0,76.0,925,1.8,42,0.536,322,0.457,147,8.8,212,0.665,14.0,113.0,279,0.552,154,30.2,7.6,buddy-hield-1,Starter
2009,Byron Mullens,Ohio State,24,C,11.1,3.1,3.45,28.5,32.5,10.0,8.5,9.12,9.86,83.75,85.25,111.0,258.2,85.5,3.3,9,4.7,37,,big-ten,,99.0,0.638,188,120,0.495,93,0.5589999999999999,52,671.0,,55.0,68.0,292,,16,0.005,1,0.0,0,14.6,154,0.629,18.0,51.0,187,0.642,120,24.0,3.3,bj-mullens-1,Bust
2014,C.J. Wilcox,Washington,28,G,11.3,2.92,3.22,31.0,37.5,8.78,6.5,8.75,9.0,75.5,77.0,100.5,201.0,81.75,15.4,81,2.8,32,7.4,pac-12,10.6,97.0,0.556,435,197,0.271,118,0.873,103,1116.0,2.3,22.0,75.0,587,1.7,32,0.529,230,0.391,90,6.4,119,0.598,9.9,54.0,205,0.522,107,24.6,4.4,cj-wilcox-1,Exclude
2013,CJ McCollum,Lehigh,10,G,11.02,2.91,3.32,32.0,38.5,13.0,8.6,8.0,9.5,74.25,75.25,96.5,197.0,78.25,24.9,35,1.2,4,8.1,patriot,15.8,48.0,0.58,194,96,0.376,73,0.8490000000000001,62,372.0,4.0,12.0,21.0,287,2.7,17,0.33,64,0.516,33,10.0,60,0.628,12.3,32.0,130,0.485,63,37.2,2.4,cj-mccollum-1,Starter
2017,Caleb Swanigan,Purdue,26,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,9.5,10.25,79.5,80.5,108.0,245.6,87.0,18.9,107,2.5,28,10.6,big-ten,32.7,340.0,0.5720000000000001,421,222,0.499,210,0.7809999999999999,164,1139.0,10.7,96.0,97.0,646,0.8,15,0.20199999999999999,85,0.447,38,22.5,436,0.62,18.5,118.0,336,0.5479999999999999,184,28.1,6.4,caleb-swanigan-1,Exclude
2014,Cameron Bairstow,New Mexico,49,F,11.39,3.09,3.37,31.0,33.5,11.36,8.7,8.75,9.0,80.75,81.75,107.0,252.4,84.75,11.8,53,4.9,51,7.5,mwc,16.5,175.0,0.5579999999999999,426,237,0.7,298,0.735,219,1119.0,8.5,76.0,72.0,694,1.0,19,0.006999999999999999,3,0.33299999999999996,1,12.8,251,0.611,10.7,68.0,423,0.5579999999999999,236,29.9,6.5,cameron-bairstow-1,Exclude
2015,Cameron Payne,Murray State,14,G,10.9,2.93,3.28,29.8,35.5,0.0,6.3,8.5,8.25,72.75,73.5,97.5,182.8,79.25,40.0,209,1.6,17,8.9,ovc,10.6,108.0,0.534,537,245,0.315,169,0.787,133,1127.0,2.2,21.0,72.0,707,3.6,68,0.415,223,0.377,84,6.6,129,0.573,12.4,87.0,314,0.513,161,31.5,7.3,cameron-payne-1,Exclude
2016,Caris LeVert,Michigan,20,G,11.11,3.04,3.22,30.1,36.1,8.78,7.55,8.5,9.25,77.75,79.0,101.0,191.0,82.0,33.3,74,0.7,3,11.9,big-ten,18.8,71.0,0.596,162,82,0.42,68,0.794,54,464.0,2.4,9.0,18.0,247,2.0,15,0.401,65,0.446,29,10.6,80,0.636,11.4,25.0,97,0.546,53,25.6,2.8,caris-levert-1,Exclude
2007,Carl Landry,Purdue,31,F,11.35,3.1,3.29,31.5,36.5,21.0,7.5,8.95,9.59,79.0,80.5,102.5,248.0,83.0,9.9,42,2.4,32,,big-ten,,148.0,0.602,367,219,0.755,277,0.726,201,1035.0,,101.0,99.0,643,,40,0.052000000000000005,19,0.21100000000000002,4,14.9,249,0.645,17.0,102.0,348,0.618,215,29.9,8.4,carl-landry-1,Starter
2002,Carlos Boozer,Duke,34,F,10.77,3.1,3.31,26.5,28.5,13.0,7.79,8.95,9.59,79.75,80.81,108.5,258.0,86.25,,38,,21,,acc,,184.0,0.665,346,230,0.682,236,0.754,178,993.0,,119.0,107.0,638,,31,0.003,1,0.0,0,,303,0.696,12.4,65.0,345,0.667,230,,8.5,carlos-boozer-1,Starter
2003,Carmelo Anthony,Syracuse,3,F,11.4,3.1,3.15,30.5,33.5,7.0,8.0,8.95,9.59,78.25,80.81,105.5,233.0,84.0,11.9,77,1.5,30,,big-east,,248.0,0.498,612,277,0.389,238,0.706,168,1274.0,,101.0,77.0,778,,55,0.271,166,0.337,56,14.0,349,0.537,9.6,77.0,446,0.496,221,29.3,5.8,carmelo-anthony-1,Starter
2002,Caron Butler,Connecticut,10,F,12.15,3.1,3.33,27.0,31.0,2.0,7.79,8.95,9.59,77.25,80.81,103.5,222.0,83.5,,101,,13,,big-east,,148.0,0.514,521,253,0.382,199,0.779,155,1223.0,,108.0,75.0,691,,71,0.14400000000000002,75,0.4,30,,256,0.561,13.7,98.0,446,0.5,223,,5.7,caron-butler-1,Starter
2013,Carrick Felix,Arizona State,33,F,11.16,3.09,3.25,32.0,38.5,15.0,3.3,8.5,9.5,76.75,78.25,103.5,202.6,81.25,9.6,57,3.2,39,6.6,pac-12,20.0,212.0,0.569,378,189,0.32299999999999995,122,0.664,81,1235.0,7.1,73.0,105.0,511,2.4,50,0.368,139,0.374,52,13.6,285,0.586,13.8,70.0,239,0.573,137,21.3,5.1,carrick-felix-1,Exclude
2002,Casey Jacobsen,Stanford,22,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,20.8,106,0.2,3,,pac-10,,90.0,0.51,465,205,0.51,237,0.7759999999999999,184,1058.0,,45.0,55.0,658,,18,0.37,172,0.37200000000000005,64,6.9,135,0.57,11.2,73.0,293,0.48100000000000004,141,28.5,4.4,casey-jacobsen-1,Role Player
2006,Cedric Simmons,North Carolina State,15,F,11.05,3.1,3.31,30.5,35.0,15.0,5.6,8.95,9.59,80.25,81.5,108.5,223.0,88.25,13.3,54,6.4,80,,acc,,147.0,0.5920000000000001,218,128,0.812,177,0.6779999999999999,120,880.0,,56.0,98.0,378,,21,0.009000000000000001,2,1.0,2,13.8,203,0.626,16.3,59.0,216,0.583,126,21.8,4.6,cedric-simmons-1,Exclude
2018,Chandler Hutchison,Boise State,22,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,24.1,107,0.9,8,7.9,mwc,25.6,211.0,0.528,432,205,0.519,224,0.728,163,961.0,3.4,27.0,74.0,619,2.7,46,0.29600000000000004,128,0.359,46,14.6,238,0.575,16.2,104.0,304,0.523,159,33.2,5.0,chandler-hutchison-1,Exclude
2011,Chandler Parsons,Florida,38,F,11.05,3.1,3.29,25.5,31.5,4.0,7.0,8.25,10.0,80.75,81.75,104.5,221.2,81.5,21.6,136,1.3,15,9.5,sec,19.3,205.0,0.546,323,155,0.3,97,0.557,54,1229.0,7.3,74.0,67.0,407,1.7,34,0.36200000000000004,117,0.368,43,13.4,279,0.551,18.0,81.0,206,0.544,112,19.2,5.0,chandler-parsons-1,Starter
2005,Channing Frye,Arizona,8,F,11.6,3.1,3.38,27.5,31.0,19.0,7.79,8.95,9.59,81.5,82.5,110.5,243.6,86.5,12.0,72,5.0,85,,pac-10,,178.0,0.557,410,227,0.373,153,0.83,127,1148.0,,104.0,95.0,584,,35,0.040999999999999995,17,0.17600000000000002,3,14.3,282,0.605,11.7,64.0,393,0.57,224,22.7,7.4,channing-frye-1,Role Player
2011,Charles Jenkins,Hofstra,44,G,11.68,3.04,3.18,29.5,34.0,16.0,4.3,8.5,9.0,73.5,75.25,96.5,216.4,79.5,31.5,158,1.9,22,8.9,colonial,8.8,93.0,0.585,482,249,0.45899999999999996,221,0.8240000000000001,182,1232.0,1.8,18.0,66.0,746,2.9,57,0.326,157,0.42,66,5.3,111,0.635,11.1,73.0,325,0.563,183,28.7,7.3,charles-jenkins-1,Exclude
2005,Charlie Villanueva,Connecticut,7,F,10.86,3.1,3.3,26.0,31.0,11.0,7.79,8.95,9.59,81.0,81.5,109.0,236.6,84.25,,40,,57,,big-east,,175.0,0.531,305,159,0.462,141,0.688,97,798.0,,82.0,68.0,421,,20,0.039,12,0.5,6,,257,0.5660000000000001,15.8,70.0,293,0.522,153,,4.8,charlie-villanueva-1,Role Player
2009,Chase Budinger,Arizona,44,F,11.08,3.1,3.24,29.5,38.5,10.0,10.0,8.95,9.59,78.25,79.0,101.0,206.4,79.0,19.0,118,1.0,16,,pac-10,,168.0,0.5539999999999999,456,219,0.342,156,0.8009999999999999,125,1317.0,,49.0,65.0,630,,50,0.368,168,0.39899999999999997,67,10.1,217,0.594,13.8,85.0,288,0.528,152,24.6,5.2,chase-budinger-1,Starter
2016,Cheick Diallo,Kansas,33,F,11.24,3.3,3.26,31.0,35.0,11.36,5.6,8.5,9.75,79.5,81.0,107.5,218.6,88.5,0.9,1,11.9,23,4.2,big-12,27.0,51.0,0.569,58,33,0.466,27,0.556,15,202.0,10.5,17.0,38.0,81,2.0,7,0.0,0,,0,19.4,68,0.5720000000000001,19.4,17.0,58,0.569,33,21.7,0.8,cheick-diallo-1,Role Player
2018,Chimezie Metu,Southern California,49,F,11.89,3.25,3.33,29.5,36.0,5.0,5.05,9.0,9.25,80.5,81.5,108.0,219.6,84.5,10.0,53,6.3,59,6.1,pac-12,21.1,189.0,0.5379999999999999,392,205,0.38799999999999996,152,0.73,111,1053.0,7.2,64.0,87.0,533,1.5,27,0.102,40,0.3,12,14.2,253,0.574,12.8,68.0,352,0.5479999999999999,193,25.8,4.4,chimezie-metu-1,Exclude
2016,Chinanu Onuaku,Louisville,37,C,11.65,3.0,3.5,27.5,33.5,10.79,8.55,9.0,8.0,81.0,82.0,108.5,245.2,86.75,12.9,51,9.6,62,13.9,acc,25.8,172.0,0.62,221,137,0.253,56,0.589,33,762.0,13.7,91.0,92.0,307,1.9,24,0.005,1,0.0,0,19.8,263,0.62,20.8,65.0,220,0.623,137,20.5,4.2,chinanu-onuaku-1,Exclude
2003,Chris Bosh,Georgia Tech,4,F,11.8,3.1,3.3,30.5,33.0,9.0,8.0,8.95,9.59,82.25,80.81,109.0,225.0,87.5,,38,,67,,acc,,183.0,0.597,300,168,0.58,174,0.73,127,960.0,,95.0,73.0,485,,30,0.153,46,0.478,22,,278,0.634,15.8,72.0,254,0.575,146,,6.4,chris-bosh-1,Starter
2008,Chris Douglas-Roberts,Memphis,40,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,12.8,71,1.1,18,,cusa,,112.0,0.588,479,259,0.47200000000000003,226,0.7120000000000001,161,1147.0,,53.0,68.0,724,,49,0.228,109,0.413,45,7.7,165,0.617,12.4,83.0,370,0.578,214,27.7,8.1,chris-douglas-roberts-1,Role Player
2004,Chris Duhon,Duke,38,G,10.45,3.04,3.14,31.5,35.0,7.0,6.7,8.46,9.1,72.0,73.25,98.0,193.0,78.5,29.7,225,0.4,7,,acc,,120.0,0.495,308,138,0.292,90,0.722,65,1311.0,,30.0,76.0,370,,80,0.312,96,0.302,29,6.5,150,0.527,22.9,104.0,212,0.514,109,16.7,4.3,chris-duhon-1,Starter
2002,Chris Jefferies,Fresno State,27,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,,64,,25,,wac,,108.0,0.495,275,115,0.527,145,0.634,92,726.0,,25.0,58.0,364,,25,0.44,121,0.34700000000000003,42,,133,0.529,12.9,51.0,154,0.474,73,,2.6,chris-jefferies-1,Exclude
2003,Chris Kaman,Central Michigan,6,C,11.33,3.1,3.37,23.5,30.5,15.0,16.3,9.12,9.86,83.5,83.73,110.5,252.0,83.75,7.9,37,6.5,98,,mac,,261.0,0.622,392,244,0.7020000000000001,275,0.7490000000000001,206,1055.0,,112.0,99.0,694,,19,0.0,0,,0,21.8,373,0.664,20.8,137.0,392,0.622,244,30.0,6.8,chris-kaman-1,Role Player
2015,Chris McCullough,Syracuse,29,F,11.46,3.1,3.3,29.41,34.23,11.36,6.2,8.75,8.75,80.25,81.0,109.0,199.0,87.25,8.2,18,8.5,33,6.8,acc,18.5,74.0,0.48200000000000004,113,54,0.628,71,0.563,40,450.0,9.0,36.0,41.0,149,3.6,27,0.009000000000000001,1,1.0,1,13.8,110,0.508,19.3,35.0,112,0.473,53,20.7,1.4,chris-mccullough-1,Exclude
2000,Chris Mihm,Texas,7,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,,22,,90,,big-12,,,0.532,394,206,0.589,232,0.7070000000000001,164,1014.0,,,90.0,583,,11,0.038,15,0.467,7,,346,0.578,13.8,81.0,379,0.525,199,,7.7,chris-mihm-1,Bust
2002,Chris Owens,Texas,47,F,11.46,3.1,3.3,29.41,34.23,10.0,7.79,8.95,9.59,79.0,80.81,104.0,237.0,83.5,6.3,9,4.8,21,,big-12,,49.0,0.512,124,62,0.605,75,0.627,47,299.0,,32.0,27.0,174,,8,0.081,10,0.3,3,14.7,81,0.545,10.6,19.0,114,0.518,59,28.0,1.6,chris-owens-1,Exclude
2005,Chris Paul,Wake Forest,4,G,11.09,3.04,3.22,32.0,38.0,10.0,6.39,8.46,9.1,71.75,73.0,93.0,178.0,76.25,33.8,212,0.1,1,,acc,,122.0,0.524,317,143,0.59,187,0.8340000000000001,156,1069.0,,22.0,82.0,488,,76,0.306,97,0.474,46,7.5,144,0.601,18.0,89.0,220,0.441,97,21.5,4.6,chris-paul-1,All-Star
2000,Chris Porter,Auburn,55,F,10.93,3.1,3.2,28.5,35.0,6.0,7.79,8.95,9.59,77.5,80.81,103.5,214.0,81.5,,30,,9,,sec,,,0.47,304,141,0.457,139,0.6759999999999999,94,755.0,,,70.0,380,,52,0.055999999999999994,17,0.235,4,,191,0.513,12.7,54.0,287,0.47700000000000004,137,,4.1,chris-porter-1,Exclude
2007,Chris Richard,Florida,41,F,11.39,3.1,3.29,26.5,30.5,15.0,7.5,8.95,9.59,79.0,80.75,110.5,252.0,88.5,,17,,12,,sec,,84.0,0.69,142,98,0.585,83,0.627,52,735.0,,63.0,92.0,248,,13,0.0,0,,0,,147,0.6829999999999999,20.6,47.0,142,0.69,98,,3.4,chris-richard-1,Exclude
2011,Chris Singleton,Florida State,18,F,11.33,3.1,3.09,30.5,37.5,15.0,7.4,9.25,10.0,79.75,81.0,103.5,230.2,85.0,8.9,33,5.9,41,9.5,acc,17.0,133.0,0.495,286,124,0.441,126,0.667,84,814.0,8.2,58.0,90.0,367,3.9,55,0.332,95,0.368,35,12.8,191,0.531,15.0,61.0,191,0.466,89,24.5,3.9,chris-singleton-1,Exclude
2005,Chris Taft,Pittsburgh,42,F,11.26,3.1,3.27,28.5,33.0,14.0,7.79,8.95,9.59,80.5,81.5,109.0,261.0,85.75,7.4,24,4.8,50,,big-east,,130.0,0.58,274,159,0.423,116,0.586,68,769.0,,88.0,48.0,386,,11,0.0,0,,0,16.9,218,0.586,12.5,47.0,274,0.58,159,24.8,4.8,chris-taft-1,Exclude
2002,Chris Wilcox,Maryland,8,F,11.43,3.1,3.16,31.0,34.5,20.0,7.79,8.95,9.59,80.25,80.81,107.5,218.0,85.0,11.1,53,3.8,53,,acc,,160.0,0.504,343,173,0.429,147,0.585,86,866.0,,97.0,97.0,432,,28,0.006,2,0.0,0,15.1,257,0.523,11.4,53.0,341,0.507,173,24.3,4.0,chris-wilcox-1,Role Player
2014,Cleanthony Early,Wichita State,34,F,11.15,2.96,3.18,34.0,40.0,11.36,4.45,8.5,9.0,78.0,79.25,101.5,209.4,82.75,6.4,27,3.3,28,7.1,mvc,18.6,165.0,0.57,386,187,0.46399999999999997,179,0.8440000000000001,151,986.0,5.9,48.0,83.0,591,1.8,29,0.45899999999999996,177,0.373,66,12.5,213,0.627,12.9,70.0,209,0.579,121,28.8,6.1,cleanthony-early-1,Exclude
2013,Cody Zeller,Indiana,4,C,10.82,2.69,3.15,35.5,37.5,17.0,4.75,8.5,10.5,82.75,84.25,106.0,230.0,82.75,9.5,47,4.4,45,11.3,big-ten,20.4,188.0,0.564,353,199,0.7340000000000001,259,0.757,196,1062.0,12.3,101.0,80.0,594,2.1,37,0.006,2,0.0,0,16.6,289,0.624,14.5,81.0,351,0.5670000000000001,199,26.5,7.3,cody-zeller-1,Starter
2010,Cole Aldrich,Kansas,11,C,11.48,3.1,3.35,23.0,28.0,10.0,8.5,9.0,9.25,81.0,83.25,111.5,236.0,88.75,5.8,31,13.0,125,,big-12,25.4,244.0,0.562,265,149,0.6,159,0.679,108,963.0,13.6,110.0,92.0,406,1.6,27,0.0,0,,0,20.0,354,0.596,14.1,56.0,265,0.562,149,19.9,5.9,cole-aldrich-1,Exclude
2018,Collin Sexton,Alabama,8,G,11.11,3.04,3.22,30.1,36.1,8.78,5.6,8.25,8.5,72.5,73.5,98.5,183.0,79.25,27.8,119,0.3,3,6.5,sec,9.8,90.0,0.498,438,196,0.575,252,0.778,196,987.0,4.1,34.0,81.0,632,1.6,28,0.299,131,0.336,44,7.0,124,0.5670000000000001,14.2,92.0,307,0.495,152,32.9,4.4,collin-sexton-1,Exclude
2007,Corey Brewer,Florida,7,F,11.69,3.1,3.22,30.5,36.5,11.0,4.2,8.95,9.59,78.0,79.75,103.0,185.0,80.25,,109,,15,,sec,,133.0,0.531,356,169,0.435,155,0.723,112,1053.0,,40.0,72.0,490,,69,0.33399999999999996,119,0.336,40,,173,0.57,17.8,93.0,237,0.544,129,,5.1,corey-brewer-1,Role Player
2002,Corsley Edwards,Central Connecticut State,57,F,12.18,3.1,3.31,28.5,33.0,12.0,7.79,8.95,9.59,79.25,80.81,106.5,285.0,82.75,,33,,48,,northeast,,150.0,0.504,353,178,0.51,180,0.7609999999999999,137,992.0,,128.0,77.0,493,,44,0.0,0,,0,,278,0.562,13.9,71.0,353,0.504,178,,6.4,corsley-edwards-1,Exclude
2014,Cory Jefferson,Baylor,60,F,12.63,3.39,3.36,33.0,37.5,11.36,5.25,8.75,9.75,79.75,81.0,105.0,218.4,84.5,7.4,37,4.7,49,6.0,big-12,21.0,205.0,0.519,368,184,0.5820000000000001,214,0.64,137,1103.0,11.6,107.0,83.0,519,0.8,15,0.10300000000000001,38,0.368,14,16.4,312,0.5529999999999999,9.8,51.0,330,0.515,170,24.2,4.9,cory-jefferson-1,Exclude
2011,Cory Joseph,Texas,29,G,10.75,3.04,3.27,27.5,35.0,5.0,9.7,8.5,10.5,74.0,75.25,99.0,186.2,77.5,17.3,109,0.9,11,7.7,big-12,9.5,105.0,0.503,322,136,0.22699999999999998,73,0.6990000000000001,51,1166.0,2.2,23.0,65.0,375,1.9,37,0.391,126,0.413,52,6.0,128,0.526,13.1,54.0,196,0.429,84,17.3,4.4,cory-joseph-1,Starter
2000,Courtney Alexander,Fresno State,13,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,,94,,4,,wac,,,0.498,564,252,0.243,137,0.7809999999999999,107,974.0,,,61.0,669,,37,0.31,175,0.331,58,,128,0.532,9.6,67.0,389,0.499,194,,3.0,courtney-alexander-1,Bust
2008,Courtney Lee,Western Kentucky,22,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,,75,,28,,sun-belt,,127.0,0.541,543,259,0.331,180,0.8220000000000001,148,1079.0,,48.0,87.0,735,,65,0.32,174,0.397,69,,175,0.585,11.8,84.0,369,0.515,190,,6.9,courtney-lee-1,Role Player
2010,Craig Brackins,Iowa State,21,F,11.65,3.1,3.39,26.0,35.0,6.0,7.9,9.5,11.25,80.5,81.75,109.0,229.0,84.0,13.1,69,3.3,38,,big-12,19.4,206.0,0.45,457,192,0.337,154,0.76,117,1124.0,6.6,67.0,64.0,528,1.3,25,0.19,87,0.31,27,13.2,273,0.498,11.4,68.0,370,0.446,165,26.1,4.0,craig-brackins-1,Exclude
2006,Craig Smith,Boston College,36,F,11.59,3.1,3.4,30.0,29.5,11.36,12.2,8.95,9.59,77.5,78.5,103.5,259.0,81.5,,109,,29,,acc,,227.0,0.574,424,243,0.535,227,0.643,146,1305.0,,112.0,107.0,633,,44,0.027999999999999997,12,0.083,1,,339,0.595,14.3,89.0,412,0.5870000000000001,242,,6.7,craig-smith-1,Role Player
2002,Curtis Borchardt,Stanford,18,C,12.56,3.1,3.63,24.0,27.0,7.0,8.73,9.12,9.86,82.75,83.73,112.0,238.0,86.5,13.6,59,6.2,83,,pac-10,,223.0,0.594,297,171,0.6940000000000001,206,0.67,138,896.0,,109.0,82.0,491,,17,0.091,27,0.40700000000000003,11,20.0,332,0.622,12.6,57.0,270,0.593,160,23.4,6.9,curtis-borchardt-1,Exclude
2015,D'Angelo Russell,Ohio State,2,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,30.1,175,1.1,11,11.7,big-ten,15.4,163.0,0.541,515,231,0.303,156,0.7559999999999999,118,1188.0,3.6,35.0,74.0,675,2.8,55,0.449,231,0.41100000000000003,95,9.8,198,0.573,14.8,102.0,284,0.479,136,30.2,6.8,dangelo-russell-1,Starter
2008,D.J. Augustin,Texas,9,G,11.27,3.04,3.07,28.5,35.0,2.0,8.1,8.46,9.1,70.0,71.5,94.5,171.5,75.5,,219,,0,,big-12,,92.0,0.506,551,242,0.401,221,0.7829999999999999,173,1417.0,,20.0,61.0,731,,47,0.35200000000000004,194,0.381,74,,112,0.557,13.8,105.0,357,0.47100000000000003,168,,6.0,dj-augustin-1,Role Player
2017,D.J. Wilson,Michigan,17,F,11.46,3.1,3.3,29.41,34.23,11.36,6.4,9.25,10.25,80.75,82.5,109.5,234.4,87.0,8.5,50,5.2,57,9.4,big-ten,16.5,146.0,0.605,305,164,0.19699999999999998,60,0.833,50,1155.0,6.6,57.0,72.0,419,1.1,20,0.361,110,0.373,41,11.6,203,0.628,11.2,42.0,195,0.631,123,18.3,4.8,dj-wilson-1,Exclude
2009,DaJuan Summers,Georgetown,35,F,10.94,3.1,3.17,29.5,34.5,15.0,6.6,8.95,9.59,79.25,80.5,106.5,243.0,84.75,9.8,39,1.9,21,,big-east,,92.0,0.564,289,137,0.47100000000000003,136,0.713,97,910.0,,36.0,81.0,423,,35,0.467,135,0.385,52,8.7,128,0.598,18.6,81.0,154,0.552,85,25.7,4.0,dajuan-summers-1,Exclude
2007,Daequan Cook,Ohio State,21,G,11.12,3.04,3.22,30.0,34.5,4.0,7.0,8.46,9.1,75.0,77.75,101.5,203.0,80.25,,40,,10,,big-ten,,139.0,0.53,317,141,0.20800000000000002,66,0.6970000000000001,46,770.0,,28.0,66.0,382,,28,0.41,130,0.415,54,,167,0.5479999999999999,13.8,56.0,187,0.465,87,,3.5,daequan-cook-1,Role Player
2003,Dahntay Jones,Duke,20,G,10.91,3.04,3.11,30.0,39.5,8.78,2.6,8.46,9.1,76.75,76.12,102.5,214.0,81.0,6.0,29,1.2,18,,acc,,134.0,0.526,421,198,0.444,187,0.7490000000000001,140,1014.0,,46.0,101.0,583,,38,0.28,118,0.39799999999999996,47,10.0,180,0.5720000000000001,11.0,63.0,303,0.498,151,26.2,4.8,dahntay-jones-1,Bust
